,CAS,灭火注意事项及措施
1256,13765-03-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1257,13765-03-2,喷水冷却容器，可能的话将容器从火场移至空旷处
1258,13765-03-2,在火场中与可燃物混合会爆炸，消防人员须在有防爆掩蔽处操作
1259,13780-06-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1260,13780-06-8,尽可能将容器从火场移至空旷处
1261,13780-06-8,喷水保持火场容器冷却，直至灭火结束
1262,13780-06-8,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
1263,138-86-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1264,138-86-3,喷水冷却容器，可能的话将容器从火场移至空旷处
1265,138-86-3,容器突然发出异常声音或出现异常现象，应立即撤离
1266,13863-41-7,消防人员必须穿全身防火防毒服，在上风向灭火
1267,13863-41-7,切断气源
1268,13863-41-7,喷水冷却容器，可能的话将容器从火场移至空旷处
1269,13863-41-7,火场中有大量本品泄漏物时，禁用水、泡沫和酸碱灭火剂
1270,139-02-6,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
1271,139-02-6,尽可能将容器从火场移至空旷处
1272,139-02-6,喷水保持火场容器冷却，直至灭火结束
1273,13967-90-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1274,13967-90-3,可能的话将容器从火场移至空旷处
1275,13967-90-3,喷水冷却容器，直至灭火结束
1276,1397-94-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1277,1397-94-0,尽可能将容器从火场移至空旷处
1278,1397-94-0,喷水保持火场容器冷却，直至灭火结束
1279,140-29-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1280,140-29-4,尽可能将容器从火场移至空旷处
1281,140-29-4,喷水保持火场容器冷却，直至灭火结束
1282,140-29-4,容器突然发出异常声音或出现异常现象，应立即撤离
1283,140-29-4,禁止使用酸碱灭火剂
1284,140-88-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1285,140-88-5,尽可能将容器从火场移至空旷处
1286,140-88-5,喷水保持火场容器冷却，直至灭火结束
1287,140-88-5,容器突然发出异常声音或出现异常现象，应立即撤离
1288,140-88-5,遇大火，消防人员须在有防护掩蔽处操作
1289,1402-38-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1290,1402-38-6,尽可能将容器从火场移至空旷处
1291,1402-38-6,喷水保持火场容器冷却，直至灭火结束
1292,141-32-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1293,141-32-2,尽可能将容器从火场移至空旷处
1294,141-32-2,喷水保持火场容器冷却，直至灭火结束
1295,141-32-2,容器突然发出异常声音或出现异常现象，应立即撤离
1296,141-32-2,遇大火，消防人员须在有防护掩蔽处操作
1297,141-52-6,用干粉、沙土、二氧化碳灭火
1298,141-52-6,禁止用水
1299,141-78-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1300,141-78-6,尽可能将容器从火场移至空旷处
1301,141-78-6,喷水保持火场容器冷却，直至灭火结束
1302,141-78-6,容器突然发出异常声音或出现异常现象，应立即撤离
1303,141-78-6,用水灭火无效
1304,141-93-5,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1305,141-93-5,喷水冷却容器，可能的话将容器从火场移至空旷处
1306,141-93-5,容器突然发出异常声音或出现异常现象，应立即撤离
1307,142-28-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1308,142-28-9,喷水冷却容器，可能的话将容器从火场移至空旷处
1309,142-28-9,容器突然发出异常声音或出现异常现象，应立即撤离
1310,142-29-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1311,142-29-0,尽可能将容器从火场移至空旷处
1312,142-29-0,喷水保持火场容器冷却，直至灭火结束
1313,142-29-0,容器突然发出异常声音或出现异常现象，应立即撤离
1314,142-29-0,用水灭火无效
1315,142-59-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1316,142-59-6,尽可能将容器从火场移至空旷处
1317,142-59-6,喷水保持火场容器冷却，直至灭火结束
1318,142-82-5,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1319,142-82-5,喷水冷却容器，可能的话将容器从火场移至空旷处
1320,142-82-5,容器突然发出异常声音或出现异常现象，应立即撤离
1321,142-82-5,用水灭火无效
1322,142-96-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1323,142-96-1,喷水冷却容器，可能的话将容器从火场移至空旷处
1324,142-96-1,容器突然发出异常声音或出现异常现象，应立即撤离
1325,1421-68-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1326,1421-68-7,尽可能将容器从火场移至空旷处
1327,1421-68-7,喷水保持火场容器冷却，直至灭火结束
1328,143-33-9,发生火灾时应尽量抢救商品，防止包装破损，引起环境污染
1329,143-33-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1330,143-33-9,喷水保持火场容器冷却，直至灭火结束
1331,143-33-9,禁止使用酸碱灭火剂
1332,144-49-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1333,144-49-0,尽可能将容器从火场移至空旷处
1334,144-49-0,喷水保持火场容器冷却，直至灭火结束
1335,14518-94-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1336,14518-94-6,喷水冷却容器，可能的话将容器从火场移至空旷处
1337,14519-07-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1338,14519-07-4,喷水冷却容器，可能的话将容器从火场移至空旷处
1339,14519-18-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1340,14519-18-7,喷水冷却容器，可能的话将容器从火场移至空旷处
1341,148-82-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1342,148-82-3,尽可能将容器从火场移至空旷处
1343,148-82-3,喷水保持火场容器冷却，直至灭火结束
1344,149-74-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1345,149-74-6,尽可能将容器从火场移至空旷处
1346,149-74-6,喷水保持火场容器冷却，直至灭火结束
1347,149-74-6,容器突然发出异常声音或出现异常现象，应立即撤离
1348,149-74-6,禁止用水和泡沫灭火
1349,14977-61-8,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
1350,14977-61-8,尽可能将容器从火场移至空旷处
1351,14977-61-8,喷水保持火场容器冷却，直至灭火结束
1352,14977-61-8,禁止用水、泡沫和酸碱灭火剂灭火
1353,151-50-8,发生火灾时应尽量抢救商品，防止包装破损，引起环境污染
1354,151-50-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1355,151-50-8,喷水保持火场容器冷却，直至灭火结束
1356,151-50-8,禁止使用酸碱灭火剂
1357,15180-03-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1358,15180-03-7,尽可能将容器从火场移至空旷处
1359,15180-03-7,喷水保持火场容器冷却，直至灭火结束
1360,15232-76-5,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1361,15232-76-5,喷水冷却容器，可能的话将容器从火场移至空旷处
1362,15232-76-5,容器突然发出异常声音或出现异常现象，应立即撤离
1363,15271-41-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1364,15271-41-7,尽可能将容器从火场移至空旷处
1365,15271-41-7,喷水保持火场容器冷却，直至灭火结束
1366,15593-61-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1367,15593-61-0,尽可能将容器从火场移至空旷处
1368,15593-61-0,喷水保持火场容器冷却，直至灭火结束
1369,156-62-7,可用干粉、干沙灭火
1370,156-62-7,禁止使用水和泡沫灭火
1371,1569-69-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1372,1569-69-3,喷水冷却容器，可能的话将容器从火场移至空旷处
1373,1569-69-3,容器突然发出异常声音或出现异常现象，应立即撤离
1374,1634-04-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1375,1634-04-4,尽可能将容器从火场移至空旷处
1376,1634-04-4,喷水保持火场容器冷却，直至灭火结束
1377,1634-04-4,容器突然发出异常声音或出现异常现象，应立即撤离
1378,1634-04-4,用水灭火无效
1379,1640-89-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1380,1640-89-7,喷水冷却容器，可能的话将容器从火场移至空旷处
1381,1640-89-7,容器突然发出异常声音或出现异常现象，应立即撤离
1382,1678-91-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1383,1678-91-7,尽可能将容器从火场移至空旷处
1384,1678-91-7,用水灭火无效，但须用水保持火场容器冷却
1385,1678-91-7,用雾状水保护消防人员，用砂土堵逸出液体
1386,1678-91-7,容器突然发出异常声音或出现异常现象，应立即撤离
1387,1678-93-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1388,1678-93-9,尽可能将容器从火场移至空旷处
1389,1678-93-9,容器突然发出异常声音或出现异常现象，应立即撤离
1390,1678-93-9,用雾状水保护消防人员，用砂土堵逸出液体
1391,16853-85-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1392,16853-85-3,尽可能将容器从火场移至空旷处
1393,16853-85-3,喷水保持火场容器冷却，直至灭火结束
1394,16853-85-3,不可用水、泡沫、二氧化碳、卤代烃(如1211灭火剂)等灭火
1395,16872-11-0,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
1396,16872-11-0,尽可能将容器从火场移至空旷处
1397,16872-11-0,喷水保持火场容器冷却，直至灭火结束
1398,16940-66-2,可用干沙、干粉灭火
1399,16940-66-2,禁止用水和泡沫灭火
1400,16961-83-4,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
1401,16961-83-4,尽可能将容器从火场移至空旷处
1402,16961-83-4,喷水保持火场容器冷却，直至灭火结束
1403,17014-71-0,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
1404,17014-71-0,尽可能将容器从火场移至空旷处
1405,17014-71-0,喷水保持火场容器冷却，直至灭火结束
1406,17014-71-0,严禁用水、泡沫、二氧化碳扑救
1407,17014-71-0,禁止用砂土压盖
1408,1712-64-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1409,1712-64-7,喷水保持火场容器冷却，直至灭火结束
1410,1712-64-7,容器突然发出异常声音或出现异常现象，应立即撤离
1411,17194-00-2,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
1412,17194-00-2,尽可能将容器从火场移至空旷处
1413,17194-00-2,喷水保持火场容器冷却，直至灭火结束
1414,1746-01-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1415,1746-01-6,尽可能将容器从火场移至空旷处
1416,1746-01-6,喷水保持火场容器冷却，直至灭火结束
1417,17702-41-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1418,17702-41-9,尽可能将容器从火场移至空旷处
1419,17702-41-9,喷水保持火场容器冷却，直至灭火结束
1420,17702-41-9,禁止用水和泡沫灭火
1421,1789-58-8,消防人员必须穿全身防火防毒服，在上风向灭火
1422,1789-58-8,尽可能将容器从火场移至空旷处
1423,1789-58-8,喷水保持火场容器冷却，直至灭火结束
1424,1789-58-8,容器突然发出异常声音或出现异常现象，应立即撤离
1425,1789-58-8,禁止用水和泡沫灭火
1426,19287-45-7,切断气源
1427,19287-45-7,若不能切断气源，则不允许熄灭泄漏处的火焰
1428,19287-45-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1429,19287-45-7,尽可能将容器从火场移至空旷处
1430,19287-45-7,禁止用水和泡沫灭火
1431,19624-22-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1432,19624-22-7,尽可能将容器从火场移至空旷处
1433,19624-22-7,喷水保持火场容器冷却，直至灭火结束
1434,19624-22-7,容器突然发出异常声音或出现异常现象，应立即撤离
1435,19624-22-7,禁止用水和泡沫灭火
1436,20324-26-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1437,20324-26-9,尽可能将容器从火场移至空旷处
1438,20324-26-9,喷水保持火场容器冷却，直至灭火结束
1439,2040-95-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1440,2040-95-1,尽可能将容器从火场移至空旷处
1441,2040-95-1,容器突然发出异常声音或出现异常现象，应立即撤离
1442,2040-95-1,用雾状水保护消防人员，用砂土堵逸出液体
1443,2050-60-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
1444,2050-60-4,尽可能将容器从火场移至空旷处
1445,2050-60-4,喷水保持火场容器冷却，直至灭火结束
1446,2050-60-4,容器突然发出异常声音或出现异常现象，应立即撤离
1447,2050-92-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
