,CAS,操作注意事项
7109,1563-66-2,配备相应品种和数量的消防器材及泄漏应急处理设备
7110,1563-66-2,倒空的容器可能残留有害物
7111,15630-89-4,"Containers of this material may be hazardous when emptied. Since emptied containers retain product residues (vapor, liquid, and/or solid), all hazard precautions given in the data sheet must be observed."
7112,1569-02-4,密闭操作，全面通风
7113,1569-02-4,操作人员必须经过专门培训，严格遵守操作规程
7114,1569-02-4,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
7115,1569-02-4,远离火种、热源，工作场所严禁吸烟
7116,1569-02-4,使用防爆型的通风系统和设备
7117,1569-02-4,防止蒸气泄漏到工作场所空气中
7118,1569-02-4,避免与氧化剂、酸类接触
7119,1569-02-4,搬运时要轻装轻卸，防止包装及容器损坏
7120,1569-02-4,配备相应品种和数量的消防器材及泄漏应急处理设备
7121,1569-02-4,倒空的容器可能残留有害物
7122,1569-69-3,密闭操作，提供充分的局部排风
7123,1569-69-3,操作人员必须经过专门培训，严格遵守操作规程
7124,1569-69-3,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，穿胶布防毒衣，戴橡胶手套
7125,1569-69-3,远离火种、热源
7126,1569-69-3,工作场所严禁吸烟
7127,1569-69-3,使用防爆型的通风系统和设备
7128,1569-69-3,防止蒸气泄漏到工作场所空气中
7129,1569-69-3,避免与氧化剂、还原剂、碱类、碱金属接触
7130,1569-69-3,充装要控制流速，防止静电积聚
7131,1569-69-3,搬运时要轻装轻卸，防止包装及容器损坏
7132,1569-69-3,配备相应品种和数量的消防器材及泄漏应急处理设备
7133,1569-69-3,倒空的容器可能残留有害物
7134,15829-53-5,密闭操作，提供充分的局部排风
7135,15829-53-5,防止粉尘释放到车间空气中
7136,15829-53-5,操作人员必须经过专门培训，严格遵守操作规程
7137,15829-53-5,建议操作人员佩戴防尘面具（全面罩），穿胶布防毒衣，戴橡胶手套
7138,15829-53-5,避免产生粉尘
7139,15829-53-5,避免与还原剂、碱金属接触
7140,15829-53-5,配备泄漏应急处理设备
7141,15829-53-5,倒空的容器可能残留有害物
7142,15879-93-3,密闭操作，提供充分的局部排风
7143,15879-93-3,防止粉尘释放到车间空气中
7144,15879-93-3,操作人员必须经过专门培训，严格遵守操作规程
7145,15879-93-3,建议操作人员佩戴防尘面具（全面罩），穿胶布防毒衣，戴橡胶手套
7146,15879-93-3,远离火种、热源，工作场所严禁吸烟
7147,15879-93-3,使用防爆型的通风系统和设备
7148,15879-93-3,避免产生粉尘
7149,15879-93-3,避免与氧化剂、酸类、碱类接触
7150,15879-93-3,配备相应品种和数量的消防器材及泄漏应急处理设备
7151,15879-93-3,倒空的容器可能残留有害物
7152,15972-60-8,密闭操作，提供充分的局部排风
7153,15972-60-8,防止粉尘释放到车间空气中
7154,15972-60-8,操作人员必须经过专门培训，严格遵守操作规程
7155,15972-60-8,建议操作人员佩戴防尘面具（全面罩），穿防毒物渗透工作服，戴橡胶手套
7156,15972-60-8,远离火种、热源，工作场所严禁吸烟
7157,15972-60-8,使用防爆型的通风系统和设备
7158,15972-60-8,避免产生粉尘
7159,15972-60-8,避免与氧化剂、酸类、碱类接触
7160,15972-60-8,配备相应品种和数量的消防器材及泄漏应急处理设备
7161,15972-60-8,倒空的容器可能残留有害物
7162,1600-27-7,密闭操作，局部排风
7163,1600-27-7,操作人员必须经过专门培训，严格遵守操作规程
7164,1600-27-7,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
7165,1600-27-7,远离火种、热源，工作场所严禁吸烟
7166,1600-27-7,使用防爆型的通风系统和设备
7167,1600-27-7,避免产生粉尘
7168,1600-27-7,避免与氧化剂、酸类接触
7169,1600-27-7,搬运时要轻装轻卸，防止包装及容器损坏
7170,1600-27-7,配备相应品种和数量的消防器材及泄漏应急处理设备
7171,1600-27-7,倒空的容器可能残留有害物
7172,16066-38-9,密闭操作，局部排风
7173,16066-38-9,防止蒸气泄漏到工作场所空气中
7174,16066-38-9,操作人员必须经过专门培训，严格遵守操作规程
7175,16066-38-9,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿胶布防毒衣，戴橡胶手套
7176,16066-38-9,远离火种、热源，工作场所严禁吸烟
7177,16066-38-9,使用防爆型的通风系统和设备
7178,16066-38-9,在清除液体和蒸气前不能进行焊接、切割等作业
7179,16066-38-9,远离易燃、可燃物
7180,16066-38-9,避免产生烟雾
7181,16066-38-9,避免与还原剂、酸类接触
7182,16066-38-9,配备相应品种和数量的消防器材及泄漏应急处理设备
7183,16066-38-9,倒空的容器可能残留有害物
7184,1609-86-5,密闭操作，提供充分的局部排风
7185,1609-86-5,防止蒸气泄漏到工作场所空气中
7186,1609-86-5,操作人员必须经过专门培训，严格遵守操作规程
7187,1609-86-5,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿胶布防毒衣，戴橡胶手套
7188,1609-86-5,远离火种、热源，工作场所严禁吸烟
7189,1609-86-5,使用防爆型的通风系统和设备
7190,1609-86-5,在清除液体和蒸气前不能进行焊接、切割等作业
7191,1609-86-5,避免产生烟雾
7192,1609-86-5,避免与氧化剂、碱类、酸类、醇类、胺类接触
7193,1609-86-5,容器与传送设备要接地，防止产生静电
7194,1609-86-5,灌装时应控制流速，且有接地装置，防止静电积聚
7195,1609-86-5,配备相应品种和数量的消防器材及泄漏应急处理设备
7196,1609-86-5,倒空的容器可能残留有害物
7197,16111-62-9,密闭操作，加强通风
7198,16111-62-9,操作人员必须经过专门培训，严格遵守操作规程
7199,16111-62-9,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿胶布防毒衣，戴橡胶耐油手套
7200,16111-62-9,远离火种、热源，工作场所严禁吸烟
7201,16111-62-9,使用防爆型的通风系统和设备
7202,16111-62-9,远离易燃、可燃物
7203,16111-62-9,防止蒸气泄漏到工作场所空气中
7204,16111-62-9,避免与氧化剂、还原剂、酸类接触
7205,16111-62-9,搬运时要轻装轻卸，防止包装及容器损坏
7206,16111-62-9,禁止震动、撞击和摩擦
7207,16111-62-9,配备相应品种和数量的消防器材及泄漏应急处理设备
7208,16111-62-9,倒空的容器可能残留有害物
7209,1615-80-1,密闭操作，局部排风
7210,1615-80-1,操作人员必须经过专门培训，严格遵守操作规程
7211,1615-80-1,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶耐油手套
7212,1615-80-1,远离火种、热源，工作场所严禁吸烟
7213,1615-80-1,使用防爆型的通风系统和设备
7214,1615-80-1,防止蒸气泄漏到工作场所空气中
7215,1615-80-1,避免与氧化剂、氧、酸类接触
7216,1615-80-1,充装要控制流速，防止静电积聚
7217,1615-80-1,搬运时要轻装轻卸，防止包装及容器损坏
7218,1615-80-1,配备相应品种和数量的消防器材及泄漏应急处理设备
7219,1615-80-1,倒空的容器可能残留有害物
7220,1629-58-9,密闭操作，提供充分的局部排风
7221,1629-58-9,防止蒸气泄漏到工作场所空气中
7222,1629-58-9,操作人员必须经过专门培训，严格遵守操作规程
7223,1629-58-9,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿胶布防毒衣，戴橡胶手套
7224,1629-58-9,远离火种、热源，工作场所严禁吸烟
7225,1629-58-9,使用防爆型的通风系统和设备
7226,1629-58-9,在清除液体和蒸气前不能进行焊接、切割等作业
7227,1629-58-9,避免产生烟雾
7228,1629-58-9,避免与氧化剂、酸类、碱类、还原剂接触
7229,1629-58-9,容器与传送设备要接地，防止产生静电
7230,1629-58-9,灌装时应控制流速，且有接地装置，防止静电积聚
7231,1629-58-9,配备相应品种和数量的消防器材及泄漏应急处理设备
7232,1629-58-9,倒空的容器可能残留有害物
7233,1634-04-4,密闭操作，全面通风
7234,1634-04-4,操作人员必须经过专门培训，严格遵守操作规程
7235,1634-04-4,建议操作人员佩戴过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
7236,1634-04-4,远离火种、热源
7237,1634-04-4,工作场所严禁吸烟
7238,1634-04-4,使用防爆型的通风系统和设备
7239,1634-04-4,防止蒸气泄漏到工作场所空气中
7240,1634-04-4,避免与氧化剂接触
7241,1634-04-4,灌装时应控制流速，且有接地装置，防止静电积聚
7242,1634-04-4,搬运时要轻装轻卸，防止包装及容器损坏
7243,1634-04-4,配备相应品种和数量的消防器材及泄漏应急处理设备
7244,1634-04-4,倒空的容器可能残留有害物
7245,1640-89-7,密闭操作，全面通风
7246,1640-89-7,操作人员必须经过专门培训，严格遵守操作规程
7247,1640-89-7,建议操作人员佩戴自吸过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
7248,1640-89-7,远离火种、热源
7249,1640-89-7,工作场所严禁吸烟
7250,1640-89-7,使用防爆型的通风系统和设备
7251,1640-89-7,防止蒸气泄漏到工作场所空气中
7252,1640-89-7,避免与氧化剂、酸类、碱类接触
7253,1640-89-7,充装要控制流速，防止静电积聚
7254,1640-89-7,搬运时要轻装轻卸，防止包装及容器损坏
7255,1640-89-7,配备相应品种和数量的消防器材及泄漏应急处理设备
7256,1640-89-7,倒空的容器可能残留有害物
7257,16454-60-7,密闭操作，全面通风
7258,16454-60-7,防止粉尘释放到车间空气中
7259,16454-60-7,操作人员必须经过专门培训，严格遵守操作规程
7260,16454-60-7,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿胶布防毒衣，戴防化学品手套
7261,16454-60-7,远离火种、热源，工作场所严禁吸烟
7262,16454-60-7,远离易燃、可燃物
7263,16454-60-7,避免产生粉尘
7264,16454-60-7,避免与还原剂接触
7265,16454-60-7,配备相应品种和数量的消防器材及泄漏应急处理设备
7266,16454-60-7,倒空的容器可能残留有害物
7267,1656-44-6,密闭操作，提供充分的局部排风
7268,1656-44-6,操作人员必须经过专门培训，严格遵守操作规程
7269,1656-44-6,建议操作人员佩戴防尘面具（全面罩），穿胶布防毒衣，戴橡胶手套
7270,1656-44-6,远离火种、热源，工作场所严禁吸烟
7271,1656-44-6,使用防爆型的通风系统和设备
7272,1656-44-6,避免产生粉尘
7273,1656-44-6,避免与氧化剂、还原剂、碱类接触
7274,1656-44-6,尤其要注意避免与水接触
7275,1656-44-6,搬运时要轻装轻卸，防止包装及容器损坏
7276,1656-44-6,配备相应品种和数量的消防器材及泄漏应急处理设备
7277,1656-44-6,倒空的容器可能残留有害物
7278,1656-48-0,密闭操作，局部排风
7279,1656-48-0,防止蒸气泄漏到工作场所空气中
7280,1656-48-0,操作人员必须经过专门培训，严格遵守操作规程
7281,1656-48-0,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
7282,1656-48-0,远离火种、热源，工作场所严禁吸烟
7283,1656-48-0,使用防爆型的通风系统和设备
7284,1656-48-0,在清除液体和蒸气前不能进行焊接、切割等作业
7285,1656-48-0,避免产生烟雾
7286,1656-48-0,避免与氧化剂、酸类、碱类接触
7287,1656-48-0,配备相应品种和数量的消防器材及泄漏应急处理设备
7288,1656-48-0,倒空的容器可能残留有害物
7289,1663-67-8,密闭操作，提供充分的局部排风
7290,1663-67-8,防止蒸气泄漏到工作场所空气中
7291,1663-67-8,操作人员必须经过专门培训，严格遵守操作规程
7292,1663-67-8,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿橡胶耐酸碱服，戴橡胶耐酸碱手套
7293,1663-67-8,远离火种、热源，工作场所严禁吸烟
7294,1663-67-8,使用防爆型的通风系统和设备
7295,1663-67-8,在清除液体和蒸气前不能进行焊接、切割等作业
7296,1663-67-8,避免产生烟雾
7297,1663-67-8,避免与氧化剂、碱类、醇类接触
7298,1663-67-8,尤其要注意避免与水接触
7299,1663-67-8,配备相应品种和数量的消防器材及泄漏应急处理设备
7300,1663-67-8,倒空的容器可能残留有害物
7301,16721-80-5,密闭操作，局部排风
7302,16721-80-5,操作人员必须经过专门培训，严格遵守操作规程
7303,16721-80-5,建议操作人员佩戴防尘面具（全面罩），穿胶布防毒衣，戴橡胶手套
7304,16721-80-5,远离火种、热源，工作场所严禁吸烟
7305,16721-80-5,使用防爆型的通风系统和设备
7306,16721-80-5,防止烟雾或粉尘泄漏到工作场所空气中
7307,16721-80-5,避免与氧化剂、酸类接触
7308,16721-80-5,搬运时轻装轻卸，防止包装破损
7309,16721-80-5,配备相应品种和数量的消防器材及泄漏应急处理设备
7310,16721-80-5,倒空的容器可能残留有害物
7311,16752-77-5,密闭操作，局部排风
7312,16752-77-5,操作人员必须经过专门培训，严格遵守操作规程
7313,16752-77-5,建议操作人员佩戴防尘面具（全面罩），穿胶布防毒衣，戴橡胶手套
7314,16752-77-5,远离火种、热源，工作场所严禁吸烟
7315,16752-77-5,使用防爆型的通风系统和设备
7316,16752-77-5,避免产生粉尘
7317,16752-77-5,避免与氧化剂、碱类接触
7318,16752-77-5,搬运时要轻装轻卸，防止包装及容器损坏
7319,16752-77-5,配备相应品种和数量的消防器材及泄漏应急处理设备
7320,16752-77-5,倒空的容器可能残留有害物
7321,16774-21-3,密闭操作，全面通风
7322,16774-21-3,防止粉尘释放到车间空气中
7323,16774-21-3,操作人员必须经过专门培训，严格遵守操作规程
