,CAS,灭火方法
1674,16871-90-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1675,16872-11-0,本品不燃
1676,16872-11-0,根据着火原因选择适当灭火剂灭火
1677,1689-84-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1678,1689-84-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1679,16893-85-9,消防人员必须穿全身防火防毒服，在上风向灭火
1680,16893-85-9,灭火时尽可能将容器从火场移至空旷处
1681,16923-95-8,消防人员必须穿全身防火防毒服，在上风向灭火
1682,16923-95-8,灭火时尽可能将容器从火场移至空旷处
1683,16923-95-8,然后根据着火原因选择适当灭火剂灭火
1684,16924-00-8,消防人员必须穿全身防火防毒服，在上风向灭火
1685,16924-00-8,灭火时尽可能将容器从火场移至空旷处
1686,16924-00-8,然后根据着火原因选择适当灭火剂灭火
1687,1694-92-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1688,1694-92-4,灭火剂：干粉、二氧化碳、砂土
1689,1694-92-4,禁止用水和泡沫灭火
1690,16940-81-1,本品不燃
1691,16940-81-1,消防人员必须穿全身耐酸碱消防服
1692,16940-81-1,尽可能将容器从火场移至空旷处
1693,16940-81-1,喷水保持火场容器冷却，直至灭火结束
1694,16940-81-1,灭火时尽量切断泄漏源，然后根据着火原因选择适当灭火剂灭火
1695,16941-12-1,消防人员必须穿全身防火防毒服，在上风向灭火
1696,16941-12-1,灭火时尽可能将容器从火场移至空旷处
1697,16941-12-1,然后根据着火原因选择适当灭火剂灭火
1698,16949-15-8,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
1699,16949-15-8,灭火剂：干粉、二氧化碳、砂土
1700,16949-15-8,禁止用水和泡沫灭火
1701,16949-65-8,尽可能将容器从火场移至空旷处
1702,16949-65-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1703,16961-83-4,用泡沫、干粉、二氧化碳、砂土灭火
1704,16962-07-5,尽可能将容器从火场移至空旷处
1705,16962-07-5,喷水保持火场容器冷却，直至灭火结束
1706,16962-07-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1707,16962-07-5,灭火剂：干粉、二氧化碳、砂土
1708,16962-07-5,禁止用水和泡沫灭火
1709,17014-71-0,本品不燃
1710,17014-71-0,根据着火原因选择适当灭火剂灭火
1711,17109-49-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1712,17109-49-8,尽可能将容器从火场移至空旷处
1713,17109-49-8,喷水保持火场容器冷却，直至灭火结束
1714,17109-49-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1715,17109-49-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1716,1712-64-7,用泡沫、二氧化碳、干粉、砂土灭火
1717,17125-80-3,消防人员必须穿全身防火防毒服，在上风向灭火
1718,17125-80-3,灭火时尽可能将容器从火场移至空旷处
1719,1719-53-5,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
1720,1719-53-5,尽可能将容器从火场移至空旷处
1721,1719-53-5,喷水保持火场容器冷却，直至灭火结束
1722,1719-53-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1723,1719-53-5,灭火剂：干粉、二氧化碳、砂土
1724,1719-53-5,禁止用水和泡沫灭火
1725,17194-00-2,本品不燃
1726,17194-00-2,根据着火原因选择适当灭火剂灭火
1727,1721-93-3,灭火剂使用雾状水、抗溶性泡沫、二氧化碳、干粉
1728,1738-25-6,尽可能将容器从火场移至空旷处
1729,1738-25-6,喷水保持火场容器冷却，直至灭火结束
1730,1738-25-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1731,1738-25-6,用水喷射逸出液体，使其稀释成不燃性混合物，并用雾状水保护消防人员
1732,1738-25-6,灭火剂：水、雾状水、抗溶性泡沫、干粉、二氧化碳、砂土
1733,1746-01-6,"用水雾,耐醇泡沫,干粉或二氧化碳灭火"
1734,17639-93-9,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
1735,17639-93-9,尽可能将容器从火场移至空旷处
1736,17639-93-9,喷水保持火场容器冷却，直至灭火结束
1737,17639-93-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1738,17639-93-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1739,17639-93-9,不宜用水
1740,17702-41-9,用二氧化碳、砂土灭火
1741,17804-35-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1742,17804-35-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1743,17861-62-0,消防人员必须穿全身防火防毒服，在上风向灭火
1744,17861-62-0,灭火时尽可能将容器从火场移至空旷处
1745,17861-62-0,然后根据着火原因选择适当灭火剂灭火
1746,1789-58-8,用干粉、二氧化碳、砂土灭火
1747,1795-48-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1748,1795-48-8,尽可能将容器从火场移至空旷处
1749,1795-48-8,喷水保持火场容器冷却，直至灭火结束
1750,1795-48-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1751,1795-48-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1752,1795-48-8,不宜用水
1753,1809-19-4,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
1754,1809-19-4,尽可能将容器从火场移至空旷处
1755,1809-19-4,喷水保持火场容器冷却，直至灭火结束
1756,1809-19-4,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1757,1809-19-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1758,1825-62-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1759,1825-62-3,尽可能将容器从火场移至空旷处
1760,1825-62-3,喷水保持火场容器冷却，直至灭火结束
1761,1825-62-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1762,1825-62-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1763,1838-59-1,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
1764,1838-59-1,尽可能将容器从火场移至空旷处
1765,1838-59-1,喷水保持火场容器冷却，直至灭火结束
1766,1838-59-1,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1767,1838-59-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1768,18810-58-7,消防人员须在有防爆掩蔽处操作
1769,18810-58-7,遇大火切勿轻易接近
1770,18810-58-7,用大量水灭火
1771,18810-58-7,禁止用砂土压盖
1772,1885-14-9,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
1773,1885-14-9,尽可能将容器从火场移至空旷处
1774,1885-14-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1775,1885-14-9,灭火剂：干粉、二氧化碳、砂土
1776,1885-14-9,禁止用水和泡沫灭火
1777,1907-13-7,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
1778,1907-13-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1779,1918-16-7,尽可能将容器从火场移至空旷处
1780,1918-16-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1781,19287-45-7,用二氧化碳灭火
1782,19398-61-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1783,19398-61-9,尽可能将容器从火场移至空旷处
1784,19398-61-9,喷水保持火场容器冷却，直至灭火结束
1785,19398-61-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1786,19398-61-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1787,1942-45-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1788,1942-45-6,尽可能将容器从火场移至空旷处
1789,1942-45-6,喷水保持火场容器冷却，直至灭火结束
1790,1942-45-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1791,1942-45-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1792,19624-22-7,用干粉、二氧化碳、干砂灭火
1793,1983-10-4,消防人员须戴好防毒面具，在安全距离外，在上风处灭火；切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅；灭火剂使用泡沫、二氧化碳、沙土、干粉
1794,1989-53-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1795,1989-53-3,灭火剂：干粉、二氧化碳、砂土
1796,1989-53-3,禁止用水和泡沫灭火
1797,19910-65-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1798,19910-65-7,尽可能将容器从火场移至空旷处
1799,19910-65-7,喷水保持火场容器冷却，直至灭火结束
1800,19910-65-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1801,19910-65-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1802,20063-92-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1803,20063-92-7,尽可能将容器从火场移至空旷处
1804,20063-92-7,喷水保持火场容器冷却，直至灭火结束
1805,20063-92-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1806,20063-92-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1807,20063-92-7,不宜用水
1808,2031-67-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1809,2031-67-6,尽可能将容器从火场移至空旷处
1810,2031-67-6,喷水保持火场容器冷却，直至灭火结束
1811,2031-67-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1812,2031-67-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1813,20324-26-9,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
1814,20325-40-0,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
1815,20325-40-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1816,2040-95-1,用泡沫、二氧化碳、干粉、砂土灭火
1817,2040-96-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1818,2040-96-2,尽可能将容器从火场移至空旷处
1819,2040-96-2,喷水保持火场容器冷却，直至灭火结束
1820,2040-96-2,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1821,2040-96-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1822,2045-00-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1823,2045-00-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1824,2050-60-4,用泡沫、干粉、二氧化碳、砂土灭火
1825,2050-92-2,用泡沫、二氧化碳、干粉、砂土灭火
1826,2051-78-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1827,2051-78-7,尽可能将容器从火场移至空旷处
1828,2051-78-7,喷水保持火场容器冷却，直至灭火结束
1829,2051-78-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1830,2051-78-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1831,2052-49-5,本品不燃
1832,2052-49-5,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
1833,2052-49-5,尽可能将容器从火场移至空旷处
1834,2052-49-5,喷水保持火场容器冷却，直至灭火结束
1835,2052-49-5,灭火时尽量切断泄漏源，然后根据着火原因选择适当灭火剂灭火
1836,206-44-0,消防人员必须穿全身耐酸碱消防服
1837,206-44-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1838,20694-39-7,本品不燃
1839,20694-39-7,根据着火原因选择适当灭火剂灭火
1840,20770-41-6,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
1841,20770-41-6,灭火剂：干粉、二氧化碳、砂土
1842,20770-41-6,禁止用水和泡沫灭火
1843,20816-12-0,消防人员必须穿全身防火防毒服，在上风向灭火
1844,20816-12-0,灭火时尽可能将容器从火场移至空旷处
1845,20830-75-5,"用水雾,耐醇泡沫,干粉或二氧化碳灭火"
1846,20859-73-8,用干粉、干燥砂土灭火
1847,2104-64-5,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
1848,2104-64-5,尽可能将容器从火场移至空旷处
1849,2104-64-5,喷水保持火场容器冷却，直至灭火结束
1850,2104-64-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1851,2104-64-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1852,2104-64-5,禁止使用酸碱灭火剂
1853,21109-95-5,用雾状水、砂土灭火
1854,2116-65-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
1855,2116-65-6,尽可能将容器从火场移至空旷处
1856,2116-65-6,喷水保持火场容器冷却，直至灭火结束
1857,2116-65-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
1858,2116-65-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1859,21351-79-1,"Extinguish fire using agent suitable for type of surrounding fire. (Material itself does not burn or burns with difficulty.) Use dry chemical, dry sand, or carbon dioxide. Do not use water on material itself. If large quantities of combustibles are involved, use water in flooding quantities as spray and fog."
1860,21609-90-5,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
1861,21609-90-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
1862,21908-53-2,消防人员必须穿全身防火防毒服，在上风向灭火
1863,21908-53-2,灭火时尽可能将容器从火场移至空旷处
1864,21923-23-9,干粉、泡沫、沙土
