,CAS,储存注意事项
3336,123-72-8,包装要求密封，不可与空气接触
3337,123-72-8,应与氧化剂、还原剂、碱类等分开存放，切忌混储
3338,123-72-8,采用防爆型照明、通风设施
3339,123-72-8,禁止使用易产生火花的机械设备和工具
3340,123-72-8,储区应备有泄漏应急处理设备和合适的收容材料
3341,123-75-1,储存于阴凉、通风的库房
3342,123-75-1,远离火种、热源
3343,123-75-1,库温不宜超过30℃
3344,123-75-1,应与氧化剂、酸类、食用化学品分开存放，切忌混储
3345,123-75-1,采用防爆型照明、通风设施
3346,123-75-1,禁止使用易产生火花的机械设备和工具
3347,123-75-1,储区应备有泄漏应急处理设备和合适的收容材料
3348,123-77-3,储存于阴凉、通风的库房
3349,123-77-3,远离火种、热源
3350,123-77-3,防止阳光直射
3351,123-77-3,包装密封
3352,123-77-3,应与氧化剂、酸类、碱类分开存放，切忌混储
3353,123-77-3,采用防爆型照明、通风设施
3354,123-77-3,禁止使用易产生火花的机械设备和工具
3355,123-77-3,储区应备有合适的材料收容泄漏物
3356,123-86-4,储存于阴凉、通风的库房
3357,123-86-4,远离火种、热源
3358,123-86-4,库温不宜超过37℃
3359,123-86-4,保持容器密封
3360,123-86-4,应与氧化剂、酸类、碱类分开存放，切忌混储
3361,123-86-4,采用防爆型照明、通风设施
3362,123-86-4,禁止使用易产生火花的机械设备和工具
3363,123-86-4,储区应备有泄漏应急处理设备和合适的收容材料
3364,123-88-6,储存于阴凉、通风的库房
3365,123-88-6,远离火种、热源
3366,123-88-6,应与氧化剂、酸类、食用化学品分开存放，切忌混储
3367,123-88-6,配备相应品种和数量的消防器材
3368,123-88-6,储区应备有合适的材料收容泄漏物
3369,123-91-1,通常商品加有稳定剂
3370,123-91-1,储存于阴凉、通风的库房
3371,123-91-1,远离火种、热源
3372,123-91-1,库温不宜超过37℃
3373,123-91-1,包装要求密封，不可与空气接触
3374,123-91-1,应与氧化剂、还原剂、卤素分开存放，切忌混储
3375,123-91-1,不宜久存，以免变质
3376,123-91-1,采用防爆型照明、通风设施
3377,123-91-1,禁止使用易产生火花的机械设备和工具
3378,123-91-1,储区应备有泄漏应急处理设备和合适的收容材料
3379,123-92-2,储存于阴凉、通风的库房
3380,123-92-2,远离火种、热源
3381,123-92-2,库温不宜超过37℃
3382,123-92-2,应与氧化剂、酸类、卤素分开存放，切忌混储
3383,123-92-2,采用防爆型照明、通风设施
3384,123-92-2,禁止使用易产生火花的机械设备和工具
3385,123-92-2,储区应备有泄漏应急处理设备和合适的收容材料
3386,124-02-7,储存于阴凉、通风的库房
3387,124-02-7,远离火种、热源
3388,124-02-7,库温不宜超过30℃
3389,124-02-7,应与氧化剂、酸类、食用化学品分开存放，切忌混储
3390,124-02-7,采用防爆型照明、通风设施
3391,124-02-7,禁止使用易产生火花的机械设备和工具
3392,124-02-7,储区应备有泄漏应急处理设备和合适的收容材料
3393,124-09-4,储存于阴凉、通风的库房
3394,124-09-4,远离火种、热源
3395,124-09-4,库温不宜超过30℃
3396,124-09-4,包装密封
3397,124-09-4,应与氧化剂、酸类等分开存放，切忌混储
3398,124-09-4,配备相应品种和数量的消防器材
3399,124-09-4,储区应备有合适的材料收容泄漏物
3400,124-11-8,储存于阴凉、通风的库房
3401,124-11-8,远离火种、热源
3402,124-11-8,库温不宜超过37℃，包装要求密封，不可与空气接触
3403,124-11-8,应与氧化剂分开存放，切忌混储
3404,124-11-8,不宜大量储存或久存
3405,124-11-8,采用防爆型照明、通风设施
3406,124-11-8,禁止使用易产生火花的机械设备和工具
3407,124-11-8,储区应备有泄漏应急处理设备和合适的收容材料
3408,124-12-9,储存于阴凉、通风的库房
3409,124-12-9,远离火种、热源
3410,124-12-9,应与氧化剂、还原剂、酸类、碱类、食用化学品分开存放，切忌混储
3411,124-12-9,配备相应品种和数量的消防器材
3412,124-12-9,储区应备有泄漏应急处理设备和合适的收容材料
3413,124-18-5,储存于阴凉、通风的库房
3414,124-18-5,远离火种、热源
3415,124-18-5,库温不宜超过37℃
3416,124-18-5,保持容器密封
3417,124-18-5,应与氧化剂分开存放，切忌混储
3418,124-18-5,采用防爆型照明、通风设施
3419,124-18-5,禁止使用易产生火花的机械设备和工具
3420,124-18-5,储区应备有泄漏应急处理设备和合适的收容材料
3421,124-38-9,储存于阴凉、通风的不燃气体专用库房
3422,124-38-9,远离火种、热源
3423,124-38-9,库温不宜超过30℃
3424,124-38-9,应与易(可)燃物分开存放，切忌混储
3425,124-38-9,储区应备有泄漏应急处理设备
3426,124-40-3,储存于阴凉、通风的易燃气体专用库房
3427,124-40-3,远离火种、热源
3428,124-40-3,库温不宜超过30℃
3429,124-40-3,保持容器密封
3430,124-40-3,应与氧化剂、酸类、卤素分开存放，切忌混储
3431,124-40-3,采用防爆型照明、通风设施
3432,124-40-3,禁止使用易产生火花的机械设备和工具
3433,124-40-3,储区应备有泄漏应急处理设备
3434,124-41-4,储存于阴凉、干燥、通风良好的库房
3435,124-41-4,远离火种、热源
3436,124-41-4,相对湿度保持在75％以下
3437,124-41-4,保持容器密封
3438,124-41-4,应与酸类、氯代烃等分开存放，切忌混储
3439,124-41-4,采用防爆型照明、通风设施
3440,124-41-4,禁止使用易产生火花的机械设备和工具
3441,124-41-4,储区应备有合适的材料收容泄漏物
3442,124-43-6,储存于阴凉、通风的库房
3443,124-43-6,远离火种、热源
3444,124-43-6,防止阳光直射
3445,124-43-6,包装密封
3446,124-43-6,应与还原剂、易（可）燃物、食用化学品分开存放，切忌混储
3447,124-43-6,配备相应品种和数量的消防器材
3448,124-43-6,储区应备有合适的材料收容泄漏物
3449,124-47-0,储存于阴凉、干燥、通风的爆炸品专用库房
3450,124-47-0,库温不超过32℃，相对湿度不超过80%
3451,124-47-0,若含有水作稳定剂，库温不低于1℃，相对湿度小于80%
3452,124-47-0,远离火种、热源
3453,124-47-0,包装密封
3454,124-47-0,应与氧化剂、易(可)燃物等分开存放，切忌混储
3455,124-47-0,采用防爆型照明、通风设施
3456,124-47-0,禁止使用易产生火花的机械设备和工具
3457,124-47-0,储区应备有合适的材料收容泄漏物
3458,124-47-0,禁止震动、撞击和摩擦
3459,124-63-0,储存于阴凉、干燥、通风良好的专用库房内，实行“双人收发、双人保管”制度
3460,124-63-0,远离火种、热源
3461,124-63-0,保持容器密封
3462,124-63-0,应与氧化剂、碱类、醇类等分开存放，切忌混储
3463,124-63-0,配备相应品种和数量的消防器材
3464,124-63-0,储区应备有泄漏应急处理设备和合适的收容材料
3465,124-65-2,储存于阴凉、通风的库房
3466,124-65-2,远离火种、热源
3467,124-65-2,防止阳光直射
3468,124-65-2,包装密封
3469,124-65-2,应与氧化剂、碱类分开存放，切忌混储
3470,124-65-2,储区应备有合适的材料收容泄漏物
3471,124-87-8,贮存在阴凉处
3472,124-87-8, 容器保持紧闭，储存在干燥通风处
3473,124-87-8,  对光线敏感
3474,12427-38-2,储存于阴凉、通风的库房
3475,12427-38-2,远离火种、热源
3476,12427-38-2,包装要求密封，不可与空气接触
3477,12427-38-2,应与氧化剂、酸类、碱类分开存放，切忌混储
3478,12427-38-2,采用防爆型照明、通风设施
3479,12427-38-2,禁止使用易产生火花的机械设备和工具
3480,12427-38-2,储区应备有合适的材料收容泄漏物
3481,12504-13-1,储存于阴凉、干燥、通风良好的库房
3482,12504-13-1,远离火种、热源
3483,12504-13-1,防止阳光直射
3484,12504-13-1,包装必须密封，切勿受潮
3485,12504-13-1,应与氧化剂、酸类、食用化学品等分开存放，切忌混储
3486,12504-13-1,配备相应品种和数量的消防器材
3487,12504-13-1,储区应备有合适的材料收容泄漏物
3488,12504-13-1,应严格执行极毒物品“五双”管理制度
3489,12542-85-7,储存于阴凉、干燥、通风良好的库房
3490,12542-85-7,远离火种、热源
3491,12542-85-7,防止阳光直射
3492,12542-85-7,保持容器密封，严禁与空气接触
3493,12542-85-7,应与氧化剂、酸类、胺类、卤代烃、食用化学品等分开存放，切忌混储
3494,12542-85-7,采用防爆型照明、通风设施
3495,12542-85-7,禁止使用易产生火花的机械设备和工具
3496,12542-85-7,储区应备有泄漏应急处理设备和合适的收容材料
3497,126-72-7,储存于阴凉、通风的库房
3498,126-72-7,远离火种、热源
3499,126-72-7,防止阳光直射
3500,126-72-7,保持容器密封
3501,126-72-7,应与氧化剂分开存放，切忌混储
3502,126-72-7,配备相应品种和数量的消防器材
3503,126-72-7,储区应备有泄漏应急处理设备和合适的收容材料
3504,126-98-7,储存于阴凉、通风的库房
3505,126-98-7,远离火种、热源
3506,126-98-7,库温不宜超过30℃
3507,126-98-7,包装要求密封，不可与空气接触
3508,126-98-7,应与氧化剂、还原剂、酸类、碱类、食用化学品分开存放，切忌混储
3509,126-98-7,不宜大量储存或久存
3510,126-98-7,采用防爆型照明、通风设施
3511,126-98-7,禁止使用易产生火花的机械设备和工具
3512,126-98-7,储区应备有泄漏应急处理设备和合适的收容材料
3513,126-98-7,应严格执行极毒物品“五双”管理制度
3514,126-99-8,通常商品加有阻聚剂
3515,126-99-8,储存于阴凉、通风的库房
3516,126-99-8,远离火种、热源
3517,126-99-8,库温不宜超过29℃
3518,126-99-8,包装要求密封，不可与空气接触
3519,126-99-8,应与氧化剂、酸类、食用化学品分开存放，切忌混储
3520,126-99-8,不宜大量储存或久存
3521,126-99-8,采用防爆型照明、通风设施
3522,126-99-8,禁止使用易产生火花的机械设备和工具
3523,126-99-8,储区应备有泄漏应急处理设备和合适的收容材料
3524,127-00-4,储存于阴凉、通风的库房
3525,127-00-4,远离火种、热源
3526,127-00-4,应与氧化剂、酸类、碱类、食用化学品分开存放，切忌混储
3527,127-00-4,采用防爆型照明、通风设施
3528,127-00-4,禁止使用易产生火花的机械设备和工具
3529,127-00-4,储区应备有泄漏应急处理设备和合适的收容材料
3530,127-18-4,储存于阴凉、通风的库房
3531,127-18-4,远离火种、热源
3532,127-18-4,包装要求密封，不可与空气接触
3533,127-18-4,应与碱类、活性金属粉末、碱金属、食用化学品分开存放，切忌混储
3534,127-18-4,配备相应品种和数量的消防器材
3535,127-18-4,储区应备有泄漏应急处理设备和合适的收容材料
3536,127-85-5,储存于阴凉、通风的库房
3537,127-85-5,远离火种、热源
3538,127-85-5,防止阳光直射
3539,127-85-5,包装密封
3540,127-85-5,应与氧化剂、食用化学品分开存放，切忌混储
3541,127-85-5,储区应备有合适的材料收容泄漏物
3542,127-91-3,储存于阴凉、通风的库房
3543,127-91-3,远离火种、热源
3544,127-91-3,库温不宜超过37℃，保持容器密封
3545,127-91-3,应与氧化剂、酸类分开存放，切忌混储
3546,127-91-3,不宜大量储存或久存
3547,127-91-3,采用防爆型照明、通风设施
3548,127-91-3,禁止使用易产生火花的机械设备和工具
3549,127-91-3,储区应备有泄漏应急处理设备和合适的收容材料
3550,12788-93-1,储存于阴凉、通风的库房
3551,12788-93-1,远离火种、热源
3552,12788-93-1,防止阳光直射
3553,12788-93-1,保持容器密封
3554,12788-93-1,应与氧化剂、碱类分开存放，切忌混储
3555,12788-93-1,配备相应品种和数量的消防器材
3556,12788-93-1,储区应备有泄漏应急处理设备和合适的收容材料
3557,129-66-8,储存于阴凉、干燥、通风的专用爆炸品库房
3558,129-66-8,远离火种、热源
3559,129-66-8,防止阳光直射
3560,129-66-8,包装密封
3561,129-66-8,应与氧化剂、碱类、活性金属粉末、易（可）燃物、食用化学品分开存放，切忌混储
3562,129-66-8,采用防爆型照明、通风设施
3563,129-66-8,禁止使用易产生火花的机械设备和工具
3564,129-66-8,储区应备有合适的材料收容泄漏物
3565,129-66-8,禁止震动、撞击和摩擦
3566,129-79-3,储存于阴凉、干燥、通风的爆炸品专用库房
3567,129-79-3,远离火种、热源
3568,129-79-3,库温不超过32℃，相对湿度不超过80%
3569,129-79-3,应与氧化剂、还原剂、碱类、食用化学品分开存放，切忌混储
3570,129-79-3,采用防爆型照明、通风设施
3571,129-79-3,禁止使用易产生火花的机械设备和工具
3572,129-79-3,储区应备有合适的材料收容泄漏物
3573,129-79-3,禁止震动、撞击和摩擦
3574,1299-86-1,储存于阴凉、干燥、通风良好的专用库房内，库温不超过32℃，相对湿度不超过75%
3575,1299-86-1,远离火种、热源
3576,1299-86-1,包装密封
3577,1299-86-1,应与酸类等分开存放，切忌混储
3578,1299-86-1,储区应备有合适的材料收容泄漏物
3579,1303-28-2,储存于阴凉、干燥、通风良好的专用库房内，实行“双人收发、双人保管”制度
3580,1303-28-2,远离火种、热源
3581,1303-28-2,低温储存
3582,1303-28-2,包装要求密封，不可与空气接触
3583,1303-28-2,应与酸类、卤素、食用化学品分开存放，切忌混储
3584,1303-28-2,储区应备有合适的材料收容泄漏物
3585,1303-39-5,储存于阴凉、通风的库房
3586,1303-39-5,远离火种、热源
3587,1303-39-5,防止阳光直射
3588,1303-39-5,包装密封
3589,1303-39-5,应与氧化剂、碱类、食用化学品分开存放，切忌混储
