,CAS,眼睛接触
1471,20770-41-6,就医
1472,20816-12-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1473,20816-12-0,就医
1474,20830-75-5,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1475,20830-75-5,就医
1476,20859-73-8,提起眼睑，用流动清水或生理盐水冲洗
1477,20859-73-8,如有不适感，就医
1478,2104-64-5,提起眼睑，用流动清水或生理盐水冲洗
1479,2104-64-5,就医
1480,21109-95-5,提起眼睑，用流动清水或生理盐水冲洗
1481,21109-95-5,如有不适感，就医
1482,2116-65-6,提起眼睑，用流动清水或生理盐水冲洗
1483,2116-65-6,就医
1484,21351-79-1,Immediately flush with running water for at least 20 minutes.
1485,21609-90-5,提起眼睑，用流动清水或生理盐水冲洗
1486,21609-90-5,就医
1487,21908-53-2,提起眼睑，用流动清水或生理盐水冲洗
1488,21908-53-2,就医
1489,21923-23-9,拉开眼睑，用流动清水冲洗15min；就医
1490,2198-23-4,提起眼睑，用流动清水或生理盐水冲洗
1491,2198-23-4,就医
1492,22128-62-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1493,22128-62-7,就医
1494,2216-30-0,提起眼睑，用流动清水或生理盐水冲洗
1495,2216-30-0,就医
1496,22224-92-6,提起眼睑，用流动清水或生理盐水冲洗
1497,22224-92-6,就医
1498,2235-25-8,提起眼睑，用流动清水或生理盐水冲洗
1499,2235-25-8,如有不适感，就医
1500,2237-30-1,提起眼睑，用流动清水或生理盐水冲洗
1501,2237-30-1,就医
1502,2238-07-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1503,2238-07-5,就医
1504,2275-18-5,提起眼睑，用流动清水或生理盐水冲洗
1505,2275-18-5,就医
1506,2279-76-7,提起眼睑，用流动清水或生理盐水冲洗
1507,2279-76-7,就医
1508,2312-76-7,提起眼睑，用流动清水或生理盐水冲洗
1509,2312-76-7,就医
1510,23135-22-0,提起眼睑，用流动清水或生理盐水冲洗
1511,23135-22-0,就医
1512,2315-02-8,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1513,2315-02-8,就医
1514,23255-69-8,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1515,23255-69-8,就医
1516,2338-12-7,提起眼睑，用流动清水或生理盐水冲洗
1517,2338-12-7,就医
1518,23414-72-4,提起眼睑，用流动清水或生理盐水冲洗
1519,23414-72-4,就医
1520,2344-80-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1521,2344-80-1,就医
1522,23745-86-0,提起眼睑，用流动清水或生理盐水冲洗
1523,23745-86-0,就医
1524,2385-85-5,提起眼睑，用流动清水或生理盐水冲洗
1525,2385-85-5,就医
1526,2417-90-5,提起眼睑，用流动清水或生理盐水冲洗
1527,2417-90-5,就医
1528,24279-91-2,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1529,24279-91-2,就医
1530,24468-13-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1531,24468-13-1,就医
1532,2452-99-5,提起眼睑，用流动清水或生理盐水冲洗
1533,2452-99-5,如有不适感，就医
1534,2493-02-9,立即翻开上下眼睑，用流动清水冲洗15min；就医
1535,24934-91-6,提起眼睑，用流动清水或生理盐水冲洗
1536,24934-91-6,就医
1537,25109-57-3,立即翻开上下眼睑，用流动清水冲洗15min；就医
1538,25155-25-3,"First check the victim for contact lenses and remove if present. Flush victim's eyes with water or normal saline solution for 20 to 30 minutes while simultaneously calling a hospital or poison control center. Do not put any ointments, oils, or medication in the victim's eyes without specific instructions from a physician. IMMEDIATELY transport the victim after flushing eyes to a hospital even if no symptoms (such as redness or irritation) develop."
1539,2516-33-8,提起眼睑，用流动清水或生理盐水冲洗
1540,2516-33-8,就医
1541,2524-03-0,提起眼睑，用流动清水或生理盐水冲洗
1542,2524-03-0,就医
1543,2524-04-1,提起眼睑，用流动清水或生理盐水冲洗
1544,2524-04-1,就医
1545,25324-56-5,提起眼睑，用流动清水或生理盐水冲洗
1546,25324-56-5,就医
1547,2551-62-4,提起眼睑，用流动清水或生理盐水冲洗
1548,2551-62-4,如有不适感，就医
1549,25550-55-4,提起眼睑，用流动清水或生理盐水冲洗
1550,25550-55-4,如有不适感，就医
1551,25659-31-8,提起眼睑，用流动清水或生理盐水冲洗
1552,25659-31-8,如有不适感，就医
1553,2571-22-4,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1554,2571-22-4,就医
1555,2588-03-6,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1556,2588-03-6,就医
1557,260-94-6,提起眼睑，用流动清水或生理盐水冲洗
1558,260-94-6,就医
1559,26134-62-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1560,26134-62-3,就医
1561,2631-37-0,提起眼睑，用流动清水或生理盐水冲洗
1562,2631-37-0,就医
1563,2642-71-9,提起眼睑，用流动清水或生理盐水冲洗
1564,2642-71-9,就医
1565,26506-47-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1566,26506-47-8,就医
1567,2657-00-3,"If symptoms develop, immediately move individual away from exposure and into fresh air. Flush eyes gently with water for at least 15 minutes while holding eyelids apart; seek immediate medical attention."
1568,26571-79-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1569,26571-79-9,就医
1570,26628-22-8,提起眼睑，用流动清水或生理盐水冲洗
1571,26628-22-8,如有不适感，就医
1572,26762-93-6,"Flush with water for 15 minutes, holding eyelids open; call physician."
1573,2691-41-0,提起眼睑，用流动清水或生理盐水冲洗
1574,2691-41-0,就医
1575,2696-92-6,提起眼睑，用流动清水或生理盐水冲洗
1576,2696-92-6,如有不适感，就医
1577,271-89-6,提起眼睑，用流动清水或生理盐水冲洗
1578,271-89-6,就医
1579,27137-85-5,提起眼睑，用流动清水或生理盐水冲洗
1580,27137-85-5,就医
1581,27152-57-4,提起眼睑，用流动清水或生理盐水冲洗
1582,27152-57-4,如有不适感，就医
1583,27193-28-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1584,27193-28-8,就医
1585,27215-10-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1586,27215-10-7,就医
1587,2738-18-3,提起眼睑，用流动清水或生理盐水冲洗
1588,2738-18-3,就医
1589,2757-18-8,提起眼睑，用流动清水或生理盐水冲洗
1590,2757-18-8,就医
1591,27774-13-6,"Flush eyes with plenty of water for at least 15 minutes, occasionally lifting the upper and lower eyelids. Get medical aid immediately."
1592,2782-57-2,提起眼睑，用流动清水或生理盐水冲洗
1593,2782-57-2,就医
1594,2809-67-8,提起眼睑，用流动清水或生理盐水冲洗
1595,2809-67-8,如有不适感，就医
1596,286-20-4,提起眼睑，用流动清水或生理盐水冲洗
1597,286-20-4,就医
1598,2867-47-2,提起眼睑，用流动清水或生理盐水冲洗
1599,2867-47-2,就医
1600,287-92-3,提起眼睑，用流动清水或生理盐水冲洗
1601,287-92-3,如有不适感，就医
1602,28772-56-7,提起眼睑，用流动清水或生理盐水冲洗
1603,28772-56-7,就医
1604,28930-30-5,提起眼睑，用流动清水或生理盐水冲洗
1605,28930-30-5,就医
1606,28995-89-3,提起眼睑，用流动清水或生理盐水冲洗
1607,28995-89-3,就医
1608,291-64-5,提起眼睑，用流动清水或生理盐水冲洗
1609,291-64-5,如有不适感，就医
1610,292-64-8,提起眼睑，用流动清水或生理盐水冲洗
1611,292-64-8,如有不适感，就医
1612,2937-50-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1613,2937-50-0,就医
1614,2941-64-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1615,2941-64-2,就医
1616,297-78-9,提起眼睑，用流动清水或生理盐水冲洗
1617,297-78-9,就医
1618,297-97-2,提起眼睑，用流动清水或生理盐水冲洗
1619,297-97-2,就医
1620,298-00-0,提起眼睑，用流动清水或生理盐水冲洗
1621,298-00-0,如有不适感，就医
1622,298-02-2,提起眼睑，用流动清水或生理盐水冲洗
1623,298-02-2,如有不适感，就医
1624,298-04-4,提起眼睑，用流动清水或生理盐水冲洗
1625,298-04-4,就医
1626,298-18-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1627,298-18-0,就医
1628,299-45-6,提起眼睑，用流动清水或生理盐水冲洗
1629,299-45-6,就医
1630,29921-57-1,提起眼睑，用流动清水或生理盐水冲洗
1631,29921-57-1,就医
1632,2999-46-4,提起眼睑，用流动清水或生理盐水冲洗
1633,2999-46-4,就医
1634,2999-74-8,提起眼睑，用流动清水或生理盐水冲洗
1635,2999-74-8,就医
1636,300-76-5,提起眼睑，用流动清水或生理盐水冲洗
1637,300-76-5,如有不适感，就医
1638,3006-82-4,Immediately flush with running water for at least 20 minutes.
1639,3006-86-8,See Skin.
1640,301-10-0,提起眼睑，用流动清水或生理盐水冲洗
1641,301-10-0,就医
1642,3012-37-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1643,3012-37-1,就医
1644,3017-95-6,提起眼睑，用流动清水或生理盐水冲洗
1645,3017-95-6,就医
1646,3018-12-0,提起眼睑，用流动清水或生理盐水冲洗
1647,3018-12-0,如有不适感，就医
1648,302-01-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
1649,302-01-2,如有不适感，就医
1650,302-27-2,提起眼睑，用流动清水或生理盐水冲洗
1651,302-27-2,就医
1652,303-04-8,提起眼睑，用流动清水或生理盐水冲洗
1653,303-04-8,就医
1654,3034-19-3,提起眼睑，用流动清水或生理盐水冲洗
1655,3034-19-3,如有不适感，就医
1656,30525-89-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1657,30525-89-4,就医
1658,3054-95-3,提起眼睑，用流动清水或生理盐水冲洗
1659,3054-95-3,就医
1660,30685-43-9,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1661,30685-43-9,就医
1662,307-35-7,"Irrigate exposed eyes with copious amounts of tepid water for at least 15 minutes. If irritation, pain, swelling, lacrimation, or photophobia persist, the patient should be seen in a health care facility."
1663,3087-36-3,提起眼睑，用流动清水或生理盐水冲洗
1664,3087-36-3,如有不适感，就医
1665,3087-37-4,提起眼睑，用流动清水或生理盐水冲洗
1666,3087-37-4,如有不适感，就医
1667,309-00-2,提起眼睑，用流动清水或生理盐水冲洗
1668,309-00-2,就医
1669,311-45-5,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1670,311-45-5,就医
1671,3132-64-7,提起眼睑，用流动清水或生理盐水冲洗
1672,3132-64-7,如有不适感，就医
1673,3153-36-4,提起眼睑，用流动清水或生理盐水冲洗
1674,3153-36-4,如有不适感，就医
1675,3165-93-3,提起眼睑，用流动清水或生理盐水冲洗
1676,3165-93-3,就医
1677,3178-22-1,提起眼睑，用流动清水或生理盐水冲洗
1678,3178-22-1,就医
1679,3179-63-3,提起眼睑，用流动清水或生理盐水冲洗
1680,3179-63-3,如有不适感，就医
1681,31876-38-7,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1682,31876-38-7,就医
1683,3188-13-4,提起眼睑，用流动清水或生理盐水冲洗
1684,3188-13-4,如有不适感，就医
1685,32315-10-9,"Flush eyes with plenty of water for at least 15 minutes, occasionally lifting the upper and lower eyelids. Get medical aid immediately."
1686,3254-63-5,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1687,3254-63-5,就医
1688,327-98-0,提起眼睑，用流动清水或生理盐水冲洗
1689,327-98-0,就医
1690,32749-94-3,提起眼睑，用流动清水或生理盐水冲洗
1691,32749-94-3,就医
1692,3282-30-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1693,3282-30-2,就医
1694,329-01-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1695,329-01-1,就医
1696,334-88-3,提起眼睑，用流动清水或生理盐水冲洗
1697,334-88-3,如有不适感，就医
1698,34018-28-5,提起眼睑，用流动清水或生理盐水冲洗
1699,34018-28-5,如有不适感，就医
1700,348-51-6,"Immediately flush eyes with plenty of water for at least 15 minutes, occasionally lifting the upper and lower eyelids. Get medical aid immediately."
1701,348-54-9,提起眼睑，用流动清水或生理盐水冲洗
1702,348-54-9,就医
1703,3497-00-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1704,3497-00-5,就医
1705,352-32-9,提起眼睑，用流动清水或生理盐水冲洗
1706,352-32-9,如有不适感，就医
1707,352-33-0,提起眼睑，用流动清水或生理盐水冲洗
1708,352-33-0,就医
1709,352-70-5,提起眼睑，用流动清水或生理盐水冲洗
1710,352-70-5,就医
1711,352-93-2,提起眼睑，用流动清水或生理盐水冲洗
1712,352-93-2,如有不适感，就医
1713,3522-94-9,提起眼睑，用流动清水或生理盐水冲洗
1714,3522-94-9,如有不适感，就医
1715,35223-80-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
1716,35223-80-4,如有不适感，就医
1717,353-36-6,提起眼睑，用流动清水或生理盐水冲洗
1718,353-36-6,如有不适感，就医
1719,354-32-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1720,354-32-5,就医
1721,35523-89-8,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1722,35523-89-8,就医
1723,357-57-3,及时清除致病物
1724,357-57-3,进入眼内的毒物应立即用清水或2％碳酸氢钠水溶液冲洗
1725,36355-01-8,提起眼睑，用流动清水或生理盐水冲洗
1726,36355-01-8,就医
1727,3638-73-1,提起眼睑，用流动清水或生理盐水冲洗
1728,3638-73-1,就医
1729,367-11-3,提起眼睑，用流动清水或生理盐水冲洗
1730,367-11-3,如有不适感，就医
1731,3689-24-5,提起眼睑，用流动清水或生理盐水冲洗
1732,3689-24-5,就医
1733,371-40-4,提起眼睑，用流动清水或生理盐水冲洗
1734,371-40-4,如有不适感，就医
1735,3710-30-3,提起眼睑，用流动清水或生理盐水冲洗
1736,3710-30-3,就医
1737,372-09-8,提起眼睑，用流动清水或生理盐水冲洗
1738,372-09-8,如有不适感，就医
1739,372-18-9,提起眼睑，用流动清水或生理盐水冲洗
1740,372-18-9,如有不适感，就医
1741,372-19-0,提起眼睑，用流动清水或生理盐水冲洗
1742,372-19-0,就医
1743,37203-43-3,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
1744,37203-43-3,就医
1745,375-22-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1746,375-22-4,就医
1747,3811-04-9,提起眼睑，用流动清水或生理盐水冲洗
1748,3811-04-9,如有不适感，就医
1749,383-63-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1750,383-63-1,就医
1751,3851-87-4,提起眼睑，用流动清水或生理盐水冲洗
1752,3851-87-4,就医
1753,3926-62-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1754,3926-62-3,就医
1755,3982-91-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
1756,3982-91-0,如有不适感，就医
1757,407-25-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
1758,407-25-0,如有不适感，就医
1759,4098-71-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
1760,4098-71-9,就医
1761,41083-11-8,提起眼睑，用流动清水或生理盐水冲洗
1762,41083-11-8,就医
1763,4109-96-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
