,CAS,皮肤接触
1365,2279-76-7,就医
1366,2312-76-7,脱去污染的衣着，用流动清水冲洗
1367,23135-22-0,立即脱去污染的衣着，用大量流动清水冲洗
1368,23135-22-0,就医
1369,2315-02-8,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1370,23255-69-8,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1371,2338-12-7,脱去污染的衣着，用大量流动清水冲洗
1372,23414-72-4,脱去污染的衣着，用大量流动清水冲洗
1373,2344-80-1,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1374,2344-80-1,就医
1375,23745-86-0,立即脱去污染的衣着，用大量流动清水冲洗
1376,23745-86-0,就医
1377,2385-85-5,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1378,2385-85-5,就医
1379,2417-90-5,立即脱去污染的衣着，用大量流动清水冲洗
1380,2417-90-5,就医
1381,24279-91-2,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1382,24468-13-1,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1383,24468-13-1,就医
1384,2452-99-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1385,2452-99-5,如有不适感，就医
1386,2493-02-9,脱去污染的衣着，用肥皂水及清水彻底冲洗
1387,24934-91-6,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1388,24934-91-6,就医
1389,25109-57-3,脱去污染的衣物，用肥皂水和流动清水彻底冲洗；就医
1390,25155-25-3,"IMMEDIATELY flood affected skin with water while removing and isolating all contaminated clothing. Gently wash all affected skin areas thoroughly with soap and water. If symptoms such as redness or irritation develop, IMMEDIATELY call a physician and be prepared to transport the victim to a hospital for treatment."
1391,2516-33-8,立即脱去污染的衣着，用大量流动清水冲洗
1392,2516-33-8,就医
1393,2524-03-0,脱去污染的衣着，用流动清水冲洗
1394,2524-04-1,立即脱去污染的衣着，用大量流动清水冲洗
1395,2524-04-1,就医
1396,25324-56-5,脱去污染的衣着，用流动清水冲洗
1397,2551-62-4,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
1398,2551-62-4,不要涂擦
1399,2551-62-4,不要使用热水或辐射热
1400,2551-62-4,使用清洁、干燥的敷料包扎
1401,2551-62-4,如有不适感，就医
1402,25550-55-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1403,25550-55-4,如有不适感，就医
1404,25659-31-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1405,25659-31-8,如有不适感，就医
1406,2571-22-4,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1407,2588-03-6,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1408,260-94-6,立即脱去污染的衣着，用大量流动清水冲洗
1409,260-94-6,就医
1410,26134-62-3,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1411,26134-62-3,就医
1412,2631-37-0,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1413,2631-37-0,就医
1414,2642-71-9,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1415,2642-71-9,就医
1416,26506-47-8,脱去污染的衣着，用大量流动清水冲洗
1417,2657-00-3,"Remove contaminated clothing. Wash exposed area with soap and water. If symptoms persist, seek medical attention. Launder clothing before reuse."
1418,26571-79-9,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1419,26571-79-9,就医
1420,26628-22-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1421,26628-22-8,如有不适感，就医
1422,26762-93-6,Wash several times with soap and water.
1423,2691-41-0,脱去污染的衣着，用大量流动清水冲洗
1424,2696-92-6,脱去污染的衣着，用大量流动清水彻底冲洗
1425,2696-92-6,如有不适感，就医
1426,271-89-6,立即脱去污染的衣着，用大量流动清水冲洗
1427,271-89-6,就医
1428,27137-85-5,脱去污染的衣着，用大量流动清水冲洗
1429,27137-85-5,就医
1430,27152-57-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1431,27152-57-4,如有不适感，就医
1432,27193-28-8,脱去污染的衣着，用甘油、聚乙烯乙二醇或聚乙烯乙二醇和酒精混合液 (7:3)抹洗，然后用水彻底清洗
1433,27193-28-8,就医
1434,27215-10-7,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1435,27215-10-7,就医
1436,2738-18-3,脱去污染的衣着，用流动清水冲洗
1437,2757-18-8,立即脱去污染的衣着，用大量流动清水冲洗
1438,2757-18-8,就医
1439,27774-13-6,Get medical aid immediately. Flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes. Wash clothing before reuse.
1440,2782-57-2,脱去污染的衣着，用大量流动清水冲洗
1441,2809-67-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1442,2809-67-8,如有不适感，就医
1443,286-20-4,立即脱去污染的衣着，用大量流动清水冲洗
1444,286-20-4,就医
1445,2867-47-2,脱去污染的衣着，用大量流动清水冲洗
1446,287-92-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1447,287-92-3,如有不适感，就医
1448,28772-56-7,脱去污染的衣着，用流动清水冲洗
1449,28930-30-5,脱去污染的衣着，用大量流动清水冲洗
1450,28995-89-3,脱去污染的衣着，用大量流动清水冲洗
1451,291-64-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1452,291-64-5,如有不适感，就医
1453,292-64-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1454,292-64-8,如有不适感，就医
1455,2937-50-0,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1456,2937-50-0,就医
1457,2941-64-2,立即脱去污染的衣着，用大量流动清水冲洗
1458,2941-64-2,就医
1459,297-78-9,立即脱去污染的衣着，用大量流动清水冲洗
1460,297-78-9,就医
1461,297-97-2,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1462,297-97-2,就医
1463,298-00-0,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1464,298-00-0,如有不适感，就医
1465,298-02-2,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1466,298-02-2,如有不适感，就医
1467,298-04-4,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1468,298-04-4,就医
1469,298-18-0,脱去污染的衣着，用大量流动清水冲洗至少15分钟
1470,298-18-0,就医
1471,299-45-6,立即脱去污染的衣着，用大量流动清水冲洗
1472,299-45-6,就医
1473,29921-57-1,立即脱去污染的衣着，用大量流动清水冲洗
1474,29921-57-1,就医
1475,2999-46-4,脱去污染的衣着，用大量流动清水冲洗
1476,2999-74-8,脱去污染的衣着，用流动清水冲洗
1477,300-76-5,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1478,300-76-5,如有不适感，就医
1479,3006-82-4,Remove and isolate contaminated clothing and shoes. Remove material from skin immediately. Immediately flush with running water for at least 20 minutes.
1480,3006-86-8,May cause severe injury or burns.
1481,301-10-0,脱去污染的衣着，用大量流动清水冲洗
1482,3012-37-1,立即脱去污染的衣着，用大量流动清水冲洗
1483,3012-37-1,就医
1484,3017-95-6,脱去污染的衣着，用大量流动清水冲洗
1485,3017-95-6,就医
1486,3018-12-0,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
1487,3018-12-0,就医
1488,302-01-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1489,302-01-2,如有不适感，就医
1490,302-27-2,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1491,303-04-8,脱去污染的衣着，用流动清水冲洗
1492,3034-19-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1493,3034-19-3,如有不适感，就医
1494,30525-89-4,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1495,30525-89-4,就医
1496,3054-95-3,脱去污染的衣着，用大量流动清水冲洗
1497,30685-43-9,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1498,307-35-7,Remove contaminated clothing and wash exposed area thoroughly with soap and water. A physician should examine the area if irritation or pain persists.
1499,3087-36-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1500,3087-36-3,如有不适感，就医
1501,3087-37-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1502,3087-37-4,如有不适感，就医
1503,309-00-2,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1504,309-00-2,就医
1505,311-45-5,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1506,3132-64-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1507,3132-64-7,如有不适感，就医
1508,3153-36-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1509,3153-36-4,如有不适感，就医
1510,3165-93-3,脱去污染的衣着，用大量流动清水冲洗
1511,3178-22-1,脱去污染的衣着，用大量流动清水冲洗
1512,3179-63-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1513,3179-63-3,如有不适感，就医
1514,31876-38-7,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1515,3188-13-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1516,3188-13-4,如有不适感，就医
1517,32315-10-9,Get medical aid. Flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes. Wash clothing before reuse.
1518,3254-63-5,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1519,327-98-0,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1520,327-98-0,就医
1521,32749-94-3,脱去污染的衣着，用大量流动清水冲洗
1522,3282-30-2,立即脱去污染的衣着，用大量流动清水冲洗
1523,3282-30-2,就医
1524,329-01-1,立即脱去污染的衣着，用大量流动清水冲洗
1525,329-01-1,就医
1526,334-88-3,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
1527,334-88-3,不要涂擦
1528,334-88-3,不要使用热水或辐射热
1529,334-88-3,使用清洁、干燥的敷料包扎
1530,334-88-3,就医
1531,34018-28-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1532,34018-28-5,如有不适感，就医
1533,348-51-6,Get medical aid. Flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes. Wash clothing before reuse.
1534,348-54-9,脱去污染的衣着，用大量流动清水冲洗
1535,3497-00-5,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1536,3497-00-5,就医
1537,352-32-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1538,352-32-9,如有不适感，就医
1539,352-33-0,脱去污染的衣着，用大量流动清水冲洗
1540,352-70-5,脱去污染的衣着，用大量流动清水冲洗
1541,352-93-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1542,352-93-2,如有不适感，就医
1543,3522-94-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1544,3522-94-9,如有不适感，就医
1545,35223-80-4,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1546,35223-80-4,如有不适感，就医
1547,353-36-6,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
1548,353-36-6,不要涂擦
1549,353-36-6,不要使用热水或辐射热
1550,353-36-6,使用清洁、干燥的敷料包扎
1551,353-36-6,就医
1552,354-32-5,立即脱去污染的衣着，用大量流动清水冲洗
1553,35523-89-8,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1554,357-57-3,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1555,36355-01-8,立即脱去污染的衣着，用大量流动清水冲洗
1556,36355-01-8,就医
1557,3638-73-1,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1558,3638-73-1,就医
1559,367-11-3,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1560,367-11-3,如有不适感，就医
1561,3689-24-5,立即脱去污染的衣着
1562,371-40-4,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1563,371-40-4,如有不适感，就医
1564,3710-30-3,脱去污染的衣着，用大量流动清水冲洗
1565,372-09-8,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
1566,372-09-8,就医
1567,372-18-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1568,372-18-9,如有不适感，就医
1569,372-19-0,立即脱去污染的衣着，用大量流动清水冲洗
1570,372-19-0,就医
1571,37203-43-3,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1572,375-22-4,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1573,375-22-4,就医
1574,3811-04-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1575,3811-04-9,如有不适感，就医
1576,383-63-1,立即脱去污染的衣着，用大量流动清水冲洗
1577,383-63-1,就医
1578,3851-87-4,脱去污染的衣着，用流动清水冲洗
1579,3926-62-3,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1580,3926-62-3,就医
1581,3982-91-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1582,3982-91-0,如有不适感，就医
1583,407-25-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1584,407-25-0,如有不适感，就医
1585,4098-71-9,立即脱去污染的衣着，用大量流动清水冲洗
1586,4098-71-9,就医
1587,41083-11-8,立即脱去污染的衣着，用大量流动清水冲洗
1588,41083-11-8,就医
1589,4109-96-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
