,CAS,健康危害
1824,141-32-2,高浓度蒸气或雾对眼睛、黏膜和呼吸道有刺激作用
1825,141-32-2,中毒表现有咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐，重者可致肺水肿
1826,141-32-2,眼和皮肤长时间接触可致严重损害
1827,141-43-5,蒸气对眼、鼻有刺激性
1828,141-43-5,眼接触液状本品，造成眼损害；皮肤接触引起刺痛、灼伤
1829,141-43-5,口服损害口腔和消化道
1830,141-57-1,吸入、摄入或经皮肤吸收后对身体有害
1831,141-57-1,对眼睛、皮肤、粘膜和上呼吸道有强烈刺激作用
1832,141-57-1,接触后，可引起头痛、咳嗽、喉炎、气短、恶心、呕吐等症状
1833,141-66-2,属高毒杀虫剂
1834,141-66-2,轻度中毒出现头痛、头晕、多汗、流涎、视力模糊、乏力、恶心、呕吐和胸闷等症状，全血胆碱酯酶活性可下降至正常值的７０％以下；中度中毒以肌束震颤为特征，出现瞳孔缩小、呼吸困难、神态模糊、步态蹒跚等，全血胆碱酯酶活性可下降至正常值的５０％以下；重度中毒出现昏迷、惊厥、肺水肿、呼吸抑制和脑水肿等症状，全血胆碱酯酶活性在３０％以下
1835,141-75-3,本品对眼、粘膜、上呼吸道及皮肤有强烈刺激性
1836,141-75-3,吸入后可因喉和支气管的炎症、痉挛和水肿，化学性肺炎或肺水肿而致死
1837,141-75-3,接触后表现有烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
1838,141-75-3,可致皮肤灼伤
1839,141-78-6,对眼、鼻、咽喉有刺激作用
1840,141-78-6,高浓度吸入有进行性麻醉作用，急性肺水肿，肝、肾损害
1841,141-78-6,持续大量吸入，可致呼吸麻痹
1842,141-78-6,误服者可产生恶心、呕吐、腹痛、腹泻等
1843,141-78-6,有致敏作用，因血管神经障碍而致牙龈出血；可致湿疹样皮炎
1844,141-78-6,慢性影响：长期接触本品有时可致角膜浑浊、继发性贫血、白细胞增多等
1845,141-91-3,吸入、摄入或经皮肤吸收对身体有害，具有刺激性
1846,141-93-5,蒸气或雾对眼、黏膜和上呼吸道有刺激性
1847,141-93-5,对皮肤有刺激性
1848,141-93-5,动物实验观察到急性中毒有麻醉作用和神经-肌肉兴奋性增强
1849,142-04-1,吸入、摄入或经皮肤吸收可能致死
1850,142-04-1,对眼睛、粘膜、呼吸道及皮肤有刺激作用
1851,142-04-1,可使机体缺氧而出现紫绀（唇和皮肤呈蓝灰色）
1852,142-04-1,中毒表现有头痛、眩晕、恶心等
1853,142-28-9,其蒸气或雾对眼睛、皮肤、黏膜和呼吸道有刺激作用，可引起皮炎
1854,142-28-9,长时间接触可引起头痛、恶心、呕吐、中枢神经系统抑制
1855,142-28-9,反复接触对肝、肾有损害
1856,142-29-0,本品恶臭，较低浓度时已难耐受，因此一般不易发生中毒
1857,142-29-0,本品嗅阈为36.14mg/m3
1858,142-59-6,对眼、上呼吸道有刺激作用
1859,142-59-6,对皮肤有刺激性和致敏作用
1860,142-59-6,有致甲状腺肿作用
1861,142-59-6,高浓度对中枢神经系统有抑制作用
1862,142-59-6,饮酒后接触本品可致剧吐
1863,142-59-6,大量口服可致死
1864,142-61-0,对眼睛、皮肤、粘膜和呼吸道有强烈的刺激作用
1865,142-61-0,吸入、摄入或经皮肤吸收对身体有害
1866,142-61-0,吸入可能由于喉、支气管的痉挛、水肿、炎症，化学性肺炎或肺水肿而致死
1867,142-61-0,中毒表现有烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
1868,142-62-1,摄入、吸入或经皮肤吸收对身体有害
1869,142-62-1,本品对眼睛、皮肤、粘膜和上呼吸道有强烈的刺激作用
1870,142-62-1,吸入后可引起喉、支气管的炎症、水肿、痉挛，化学性肺炎或肺水肿
1871,142-62-1,接触后可引起烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
1872,142-68-7,本品具刺激作用，其蒸气有麻醉作用
1873,142-82-5,本品有麻醉作用和刺激性
1874,142-82-5,急性中毒：吸入本品蒸气可引起眩晕、恶心、厌食、欣快感和步态蹒跚，甚至出现意识丧失和木僵状态
1875,142-82-5,对皮肤有轻度刺激性
1876,142-82-5,慢性影响：长期接触可引起神经衰弱综合征
1877,142-82-5,少数人有轻度中性白细胞减少，消化不良
1878,142-84-7,吸入本品对呼吸道有刺激作用
1879,142-84-7,引起剧咳、胸痛，可引起肺水肿，此外尚可出现头痛、恶心、虚弱、焦虑等症状
1880,142-84-7,口服刺激口腔和胃
1881,142-84-7,眼接触有强烈的刺激性，角膜发生水肿
1882,142-84-7,对皮肤有强烈的刺激作用，可引起坏死
1883,142-92-7,吸入、摄入或经皮肤吸收对身体有害
1884,142-92-7,具有刺激作用
1885,142-96-1,对眼、呼吸道和皮肤有刺激性
1886,142-96-1,吸入本品可致咳嗽、呼吸困难、头痛、头晕、恶心、疲乏和四肢无力
1887,1420-07-1,本品为高毒除草剂
1888,1420-07-1,吸入、摄入或经皮肤吸收后会中毒
1889,1420-07-1,受热分解释出氮氧化物烟雾
1890,1421-68-7,吞咽致命
1891,1421-68-7,  引起轻微皮肤刺激
1892,1421-68-7,  吸入致命
1893,14235-86-0,吸入、摄入或经皮肤吸收后会中毒
1894,14235-86-0,对眼睛有强烈的刺激作用
1895,14235-86-0,受热分解释出汞和氧化硫烟雾
1896,14264-31-4,吸入、摄入或经皮吸收均有毒
1897,14264-31-4,口服剧毒
1898,14264-31-4,非骤死者先出现感觉无力、头痛、眩晕、恶心、呼吸困难等，随后面色苍白、抽搐、失去知觉，呼吸停止而死亡
1899,143-33-9,抑制呼吸酶，造成细胞内窒息
1900,143-33-9,吸入、口服或经皮吸收均可引起急性中毒
1901,143-33-9,急性中毒：生产中，可因在热处理时吸入氰化钠蒸气或室温下吸入粉尘而引起中毒
1902,143-33-9,口服50～100mg即可引起猝死
1903,143-33-9,非骤死者临床分为4期：前驱期有黏膜刺激、呼吸加快加深、乏力、头痛；口服有舌尖、口腔发麻等
1904,143-33-9,呼吸困难期有呼吸困难、血压升高、皮肤黏膜呈鲜红色等
1905,143-33-9,惊厥期出现抽搐、昏迷、呼吸衰竭
1906,143-33-9,麻痹期全身肌肉松弛，呼吸心跳停止而死亡
1907,143-33-9,慢性影响：长期接触小量氰化物出现神经衰弱综合征、眼及上呼吸道刺激
1908,143-33-9,可引起皮疹
1909,144-49-0,急性中毒以中枢神经系统和心脏损害为主
1910,144-49-0,口服中毒先有呕吐、大量流涎、麻木感、上腹痛、精神恍惚、恐惧感、肌肉震颤、视力障碍等；后出现癫痫样发作、呼吸抑制、心律紊乱和心搏骤停
1911,144-49-0,患者可因心搏骤停、抽搐发作时窒息或呼吸衰竭而死亡
1912,1445-45-0,吸入、摄入或经皮肤吸收后对身体有害
1913,1445-45-0,对眼睛、皮肤、粘膜和上呼吸道有刺激作用
1914,1445-45-0,应避免接触，本品易水解产生甲醇，甲醇可致失明
1915,14486-19-2,误服或吸入粉尘会中毒
1916,14486-19-2,刺激皮肤
1917,14486-19-2,吸入可引起呼吸道刺激症状和肺水肿；误服出现急性胃肠炎
1918,14486-19-2,慢性影响可损害肾、肺，影响钙、磷代谢，发生氟骨症等
1919,1450-14-2,吸入、摄入或经皮肤吸收后对身体有害，对眼睛、皮肤、粘膜和上呼吸道有刺激作用
1920,14518-94-6,误服能产生流涎、呕吐、腹痛、腹泻、窒息等症状
1921,14518-94-6,经常接触低浓度粉尘能损害肺部和肾脏，并使牙齿变黄
1922,14518-94-6,溴酸盐可引起高铁血红蛋白血症和肝损害
1923,14519-07-4,粉尘对眼和呼吸道有刺激性
1924,14519-07-4,误服引起呕吐、腹泻、肾脏损害及高铁血红蛋白血症
1925,14519-18-7,粉尘对眼睛和呼吸道有刺激性
1926,14519-18-7,目前尚未见锶化合物职业中毒报道
1927,14519-18-7,溴酸盐可引起高铁血红蛋白血症和肝损害
1928,1461-22-9,"Inhalation:May cause respiratory tract irritation.Skin:Causes skin irritation.Eyes:Causes eye irritation.Ingestion:Harmful if swallowed. May cause gastrointestinal irritation with nausea, vomiting and diarrhea."
1929,1461-25-2,吸入、摄入或经皮肤吸收会中毒
1930,1461-25-2,对粘膜有刺激作用
1931,1461-25-2,中毒症状有：剧烈头痛、头晕、失眠、乏力、多汗等神经衰弱综合征；重症患者，可出现中毒性脑病
1932,14666-78-5,对眼睛和粘膜有强烈刺激作用，受热分解释出有腐蚀性的烟雾
1933,147-82-0,对眼睛、皮肤、粘膜、上呼吸道有刺激性
1934,147-82-0,进入体内可形成高铁血红蛋白血症
1935,147-82-0,高浓度时可引起紫绀，这种症状可持续 2~4小时或更长时间
1936,14763-77-0,剧毒
1937,14763-77-0,吸入、误服可致死
1938,14763-77-0,非骤死者，先出现无力、头痛、眩晕、恶心、呕吐、四肢沉重、呼吸困难，随后出现阵发性和强直性抽搐、昏迷、呼吸停止
1939,148-82-3,"对眼睛、皮肤有刺激作用；吸入、摄入或经皮肤吸收后可能致死,长期接触可能致癌，妇女接触可能对生育能力或胎儿造成伤害"
1940,149-73-5,吸入、摄入或经皮肤吸收后对身体有害
1941,149-73-5,对眼睛、皮肤、粘膜和上呼吸道有刺激作用
1942,149-73-5,避免眼睛接触，因其极易水解放出甲醇，甲醇可致眼睛失明
1943,149-74-6,本品对眼睛、皮肤、黏膜和上呼吸道有强烈腐蚀性
1944,149-74-6,吸入后可引起喉、支气管炎症，化学性肺炎或肺水肿
1945,14977-61-8,对眼睛、皮肤、黏膜和呼吸道有强烈的刺激作用
1946,14977-61-8,可引起皮肤灼伤
1947,14977-61-8,六价铬化合物为对人的确认致癌物
1948,150-46-9,对眼和皮肤有刺激性
1949,151-38-2,进入人体后蓄积性极大，易因蓄积引起中毒
1950,151-38-2,主要损害中枢神经系统
1951,151-38-2,可发生肾脏损害
1952,151-38-2,口服可引起急性胃肠炎
1953,151-38-2,此外，尚可引起心脏、肝脏和皮肤的损害
1954,151-50-8,抑制呼吸酶，造成细胞内窒息
1955,151-50-8,吸入、口服或经皮吸收均可引起急性中毒
1956,151-50-8,口服50～100mg即可引起猝死
1957,151-50-8,非骤死者临床分为4期：前驱期有黏膜刺激、呼吸加深加快、乏力、头痛；口服有舌尖、口腔发麻等
1958,151-50-8,呼吸困难期有呼吸困难、血压升高、皮肤黏膜呈鲜红色等
1959,151-50-8,惊厥期出现抽搐、昏迷、呼吸衰竭
1960,151-50-8,麻痹期全身肌肉松弛，呼吸心跳停止而死亡
1961,151-50-8,长期接触小量氰化物出现神经衰弱综合征、眼及上呼吸道刺激
1962,151-50-8,可引起皮疹、皮肤溃疡
1963,151-56-4,本品有强烈刺激性和腐蚀性，兴奋中枢神经系统，可致肾损害，有致敏作用
1964,151-56-4,急性中毒主要表现为眼、口腔和呼吸道剧烈刺激，出现眼结膜、角膜炎，流涕，喉头水肿；严重者气管有白喉样改变和发生肺水肿
1965,151-56-4,可致肾损害
1966,151-56-4,溅入眼内可致灼伤
1967,151-56-4,皮肤接触液体可致灼伤；本品有致敏性，可致变应性皮炎
1968,15120-21-5,对上呼吸道粘膜有强烈刺激性
1969,15120-21-5,口服腐蚀消化道，可致胃肠出血
1970,15120-21-5,本品对眼和皮肤有刺激和腐蚀性
1971,15120-21-5,长期接触能引起食欲不振、体重减轻、呕吐和贫血等
1972,15168-20-4,属高毒类
1973,15168-20-4,急性中毒时可见：上呼吸道和眼睛、粘膜的刺激症状，头痛、眩晕全身虚弱、恶心、呼出气和皮肤有大蒜味等
1974,15168-20-4,皮肤接触小量本品可引起皮炎
1975,15180-03-7,吞咽致命
1976,15180-03-7,  引起轻微皮肤刺激
1977,15180-03-7,  吸入致命
1978,15232-76-5,本品具有刺激性
1979,15232-76-5,有轻度麻醉作用
1980,15232-76-5,高浓度时有窒息效应
1981,15271-41-7,对眼睛、皮肤有刺激作用；吸入、摄入或经皮肤吸收后可能致死
1982,15520-11-3,Inhalation:May cause severe injury or burns.Skin:See Inhalation.Eyes:See Inhalation.Ingestion:See Inhalation.
1983,15593-61-0,过长时间或重复暴露，可损坏器官
1984,156-43-4,对皮肤和眼睛有刺激作用
1985,156-43-4,蒸气能经皮肤吸收
1986,156-43-4,本品中毒有类似苯胺的中毒症状，如头痛、眩晕、发绀等
1987,1563-66-2,主要抑制体内胆碱酯酶活性，使乙酰胆碱在组织中蓄积而引起中毒
1988,1563-66-2,作用机制和有机磷农药中毒相似
1989,1563-66-2,中毒表现有流涎、流泪、瞳孔缩小及肌束震颤等
1990,1563-66-2,但与有机磷农药相比，抑制胆碱酯酶的作用持续的时间较短
1991,1563-66-2,停止接触后，胆碱酯酶恢复较快
1992,15630-89-4,"Inhalation:Causes severe irritation.Skin:Causes severe irritation.Eyes:Causes severe irritation.Ingestion:Ingestion may cause severe injury, burns, or death."
1993,1569-02-4,动物中毒表现以中枢神经系统抑制为主，可致眼、呼吸道刺激和肾损害
1994,1569-02-4,用本品溶液滴兔眼，可引起结膜刺激和暂时性角膜混浊
1995,1569-69-3,硫醇类物质有恶臭，主要作用于中枢神经系统，高浓度吸入有麻醉作用
1996,15829-53-5,误服或吸入会中毒
1997,15829-53-5,急性中毒有明显的口腔炎及胃肠症状、皮疹、化学性肺炎
1998,15829-53-5,慢性中毒主要是精神神经障碍和口腔炎的症候群
1999,15829-53-5,其蒸气可引起过敏性皮炎
2000,15879-93-3,中等毒杀鼠剂
2001,15879-93-3,严重中毒也可致死
2002,15879-93-3,具刺激作用，受热分解释出氯烟雾
2003,15972-60-8,本品为低毒除草剂
2004,15972-60-8,吸入、摄入或经皮肤吸收后会中毒
2005,15972-60-8,有刺激作用
2006,15972-60-8,资料报道，对人有致突变作用
2007,15972-60-8,受热分解释出有毒的氯气和氮氧化物
2008,1600-27-7,有刺激作用
2009,1600-27-7,如吸入、摄入或经皮吸收后对身体有害，严重者可致死
2010,1600-27-7,侵犯神经系统，引起进行性神经麻痹、共济失调、精神障碍等
2011,16066-38-9,吸入、摄入或经皮肤吸收后可引起中毒
2012,16066-38-9,本品属低毒类，对皮肤和粘膜有刺激作用
2013,16066-38-9,受热分解释出有腐蚀性和刺激性的烟雾
2014,1609-86-5,吸入、摄入或经皮吸收后会中毒
2015,1609-86-5,对眼睛、皮肤、粘膜和上呼吸道有强烈刺激性
2016,1609-86-5,可引起过敏反应
2017,1609-86-5,长时间接触，引起头痛、头晕、咳嗽、胸痛及肺水肿等
2018,16111-62-9,本品对眼、皮肤、粘膜有刺激作用
2019,1615-80-1,吸入其蒸气，先出现鼻、咽喉刺激、呼吸困难，以后有恶心、呕吐、轻度结膜炎
2020,1615-80-1,皮肤接触液体，可引起灼伤，或过敏性皮炎
2021,1615-80-1,溅入眼内，可产生眼刺激症状
2022,1629-58-9,本品具有催泪性
2023,1629-58-9,蒸气和液体能严重刺激眼睛、皮肤和呼吸系统
2024,1629-58-9,接触后，可引起烧灼感、咳嗽、喉炎、头痛、恶心和呕吐
2025,1634-04-4,本品对中枢神经系统有抑制作用和麻醉作用，对眼和呼吸道有轻度刺激性
2026,1634-04-4,曾有报道用其作为溶石剂治疗胆石症，患者出现意识浑浊、嗜睡、昏迷和无尿等
2027,1640-89-7,本品属烃类，吸入烃类化合物可引起呼吸道轻度刺激、头晕、恶心和倦睡；极高浓度吸入引起昏迷甚至死亡
2028,1640-89-7,液体进入肺部，引起吸入性肺炎
2029,1640-89-7,蒸气或液体对眼睛有刺激性
2030,1640-89-7,液体对皮肤有轻度刺激性；反复接触可致皮炎
2031,1640-89-7,口服引起恶心和呕吐
2032,16454-60-7,本品对哺乳动物的毒性，主要影响肝、肾功能，显著影响凝血酶元及凝血时间的延长
2033,16454-60-7,误服会中毒，受热分解放出氮氧化物
2034,1656-44-6,吸入、摄入或经皮肤吸收对身体有害
2035,1656-44-6,对眼睛、粘膜、呼吸道和皮肤有强烈刺激作用
2036,1656-44-6,吸入后可因喉、支气管的痉挛、炎症、水肿，化学性肺炎或肺水肿而致死
2037,1656-44-6,中毒表现有烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
2038,1656-48-0,吸入、摄入或经皮肤吸收后对身体有害
2039,1656-48-0,对眼睛、皮肤、粘膜和上呼吸道有刺激作用
