,CAS,吸入
2412,12788-93-1,如呼吸困难，给输氧
2413,12788-93-1,如呼吸停止，立即进行人工呼吸
2414,12788-93-1,就医
2415,129-66-8,迅速脱离现场至空气新鲜处
2416,129-66-8,保持呼吸道通畅
2417,129-66-8,如呼吸困难，给输氧
2418,129-66-8,如呼吸停止，立即进行人工呼吸
2419,129-66-8,就医
2420,129-79-3,迅速脱离现场至空气新鲜处
2421,129-79-3,保持呼吸道通畅
2422,129-79-3,如呼吸困难，给输氧
2423,129-79-3,呼吸、心跳停止，立即进行心肺复苏术
2424,129-79-3,就医
2425,1299-86-1,迅速脱离现场至空气新鲜处
2426,1299-86-1,保持呼吸道通畅
2427,1299-86-1,如呼吸困难，给输氧
2428,1299-86-1,呼吸、心跳停止，立即进行心肺复苏术
2429,1299-86-1,就医
2430,1303-28-2,迅速脱离现场至空气新鲜处
2431,1303-28-2,保持呼吸道通畅
2432,1303-28-2,如呼吸困难，给输氧
2433,1303-28-2,呼吸、心跳停止，立即进行心肺复苏术
2434,1303-28-2,就医
2435,1303-39-5,迅速脱离现场至空气新鲜处
2436,1303-39-5,保持呼吸道通畅
2437,1303-39-5,如呼吸困难，给输氧
2438,1303-39-5,如呼吸停止，立即进行人工呼吸
2439,1303-39-5,就医
2440,1304-28-5,迅速脱离现场至空气新鲜处
2441,1304-28-5,保持呼吸道通畅
2442,1304-28-5,如呼吸困难，给输氧
2443,1304-28-5,如呼吸停止，立即进行人工呼吸
2444,1304-28-5,就医
2445,1304-29-6,迅速脱离现场至空气新鲜处
2446,1304-29-6,保持呼吸道通畅
2447,1304-29-6,如呼吸困难，给输氧
2448,1304-29-6,呼吸、心跳停止，立即进行心肺复苏术
2449,1304-29-6,就医
2450,1304-56-9,迅速脱离现场至空气新鲜处
2451,1304-56-9,保持呼吸道通畅
2452,1304-56-9,如呼吸困难，给输氧
2453,1304-56-9,如呼吸停止，立即进行人工呼吸
2454,1304-56-9,就医
2455,1305-79-9,迅速脱离现场至空气新鲜处
2456,1305-79-9,保持呼吸道通畅
2457,1305-79-9,如呼吸困难，给输氧
2458,1305-79-9,呼吸、心跳停止，立即进行心肺复苏术
2459,1305-79-9,就医
2460,1306-19-0,迅速脱离现场至空气新鲜处
2461,1306-19-0,保持呼吸道通畅
2462,1306-19-0,如呼吸困难，给输氧
2463,1306-19-0,如呼吸停止，立即进行人工呼吸
2464,1306-19-0,就医
2465,1306-23-6,迅速脱离现场至空气新鲜处
2466,1306-23-6,保持呼吸道通畅
2467,1306-23-6,如呼吸困难，给输氧
2468,1306-23-6,如呼吸停止，立即进行人工呼吸
2469,1306-23-6,就医
2470,1306-24-7,迅速脱离现场至空气新鲜处
2471,1306-24-7,保持呼吸道通畅
2472,1306-24-7,如呼吸困难，给输氧
2473,1306-24-7,呼吸、心跳停止，立即进行心肺复苏术
2474,1306-24-7,就医
2475,1309-60-0,迅速脱离现场至空气新鲜处
2476,1309-60-0,保持呼吸道通畅
2477,1309-60-0,如呼吸困难，给输氧
2478,1309-60-0,如呼吸停止，立即进行人工呼吸
2479,1309-60-0,就医
2480,131-52-2,迅速脱离现场至空气新鲜处
2481,131-52-2,保持呼吸道通畅
2482,131-52-2,如呼吸困难，给输氧
2483,131-52-2,如呼吸停止，立即进行人工呼吸
2484,131-52-2,就医
2485,131-73-7,迅速脱离现场至空气新鲜处
2486,131-73-7,保持呼吸道通畅
2487,131-73-7,如呼吸困难，给输氧
2488,131-73-7,呼吸、心跳停止，立即进行心肺复苏术
2489,131-73-7,就医
2490,131-74-8,脱离现场至空气新鲜处
2491,131-74-8,保持呼吸道通畅
2492,131-74-8,如呼吸困难，给输氧
2493,131-74-8,呼吸、心跳停止，立即进行心肺复苏术
2494,131-74-8,就医
2495,1310-58-3,迅速脱离现场至空气新鲜处
2496,1310-58-3,保持呼吸道通畅
2497,1310-58-3,如呼吸困难，给输氧
2498,1310-58-3,呼吸、心跳停止，立即进行心肺复苏术
2499,1310-58-3,就医
2500,1310-73-2,迅速脱离现场至空气新鲜处
2501,1310-73-2,保持呼吸道通畅
2502,1310-73-2,如呼吸困难，给输氧
2503,1310-73-2,呼吸、心跳停止，立即进行心肺复苏术
2504,1310-73-2,就医
2505,1310-82-3,迅速脱离现场至空气新鲜处
2506,1310-82-3,保持呼吸道通畅
2507,1310-82-3,如呼吸困难，给输氧
2508,1310-82-3,如呼吸停止，立即进行人工呼吸
2509,1310-82-3,就医
2510,1312-73-8,迅速脱离现场至空气新鲜处
2511,1312-73-8,保持呼吸道通畅
2512,1312-73-8,如呼吸困难，给输氧
2513,1312-73-8,呼吸、心跳停止，立即进行心肺复苏术
2514,1312-73-8,就医
2515,13122-18-4,Move victim to fresh air. Apply artificial respiration if victim is not breathing. Administer oxygen if breathing is difficult.
2516,1313-60-6,迅速脱离现场至空气新鲜处
2517,1313-60-6,保持呼吸道通畅
2518,1313-60-6,如呼吸困难，给输氧
2519,1313-60-6,呼吸、心跳停止，立即进行心肺复苏术
2520,1313-60-6,就医
2521,1313-82-2,迅速脱离现场至空气新鲜处
2522,1313-82-2,保持呼吸道通畅
2523,1313-82-2,如呼吸困难，给输氧
2524,1313-82-2,呼吸、心跳停止，立即进行心肺复苏术
2525,1313-82-2,就医
2526,13138-45-9,迅速脱离现场至空气新鲜处
2527,13138-45-9,保持呼吸道通畅
2528,13138-45-9,如呼吸困难，给输氧
2529,13138-45-9,呼吸、心跳停止，立即进行心肺复苏术
2530,13138-45-9,就医
2531,1314-12-1,迅速脱离现场至空气新鲜处
2532,1314-12-1,保持呼吸道通畅
2533,1314-12-1,如呼吸困难，给输氧
2534,1314-12-1,如呼吸停止，立即进行人工呼吸
2535,1314-12-1,就医
2536,1314-18-7,迅速脱离现场至空气新鲜处
2537,1314-18-7,保持呼吸道通畅
2538,1314-18-7,如呼吸困难，给输氧
2539,1314-18-7,呼吸、心跳停止，立即进行心肺复苏术
2540,1314-18-7,就医
2541,1314-22-3,迅速脱离现场至空气新鲜处
2542,1314-22-3,保持呼吸道通畅
2543,1314-22-3,如呼吸困难，给输氧
2544,1314-22-3,呼吸、心跳停止，立即进行心肺复苏术
2545,1314-22-3,就医
2546,1314-24-5,迅速脱离现场至空气新鲜处
2547,1314-24-5,保持呼吸道通畅
2548,1314-24-5,如呼吸困难，给输氧
2549,1314-24-5,如呼吸停止，立即进行人工呼吸
2550,1314-24-5,就医
2551,1314-32-5,迅速脱离现场至空气新鲜处
2552,1314-32-5,保持呼吸道通畅
2553,1314-32-5,如呼吸困难，给输氧
2554,1314-32-5,如呼吸停止，立即进行人工呼吸
2555,1314-32-5,就医
2556,1314-34-7,迅速脱离现场至空气新鲜处
2557,1314-34-7,保持呼吸道通畅
2558,1314-34-7,如呼吸困难，给输氧
2559,1314-34-7,如呼吸停止，立即进行人工呼吸
2560,1314-34-7,就医
2561,1314-41-6,迅速脱离现场至空气新鲜处
2562,1314-41-6,保持呼吸道通畅
2563,1314-41-6,如呼吸困难，给输氧
2564,1314-41-6,呼吸、心跳停止，立即进行心肺复苏术
2565,1314-41-6,就医
2566,1314-56-3,迅速脱离现场至空气新鲜处
2567,1314-56-3,保持呼吸道通畅
2568,1314-56-3,如呼吸困难，给输氧
2569,1314-56-3,呼吸、心跳停止，立即进行心肺复苏术
2570,1314-56-3,就医
2571,1314-60-9,迅速脱离现场至空气新鲜处
2572,1314-60-9,保持呼吸道通畅
2573,1314-60-9,如呼吸困难，给输氧
2574,1314-60-9,呼吸、心跳停止，立即进行心肺复苏术
2575,1314-60-9,就医
2576,1314-62-1,迅速脱离现场至空气新鲜处
2577,1314-62-1,保持呼吸道通畅
2578,1314-62-1,如呼吸困难，给输氧
2579,1314-62-1,如呼吸停止，立即进行人工呼吸
2580,1314-62-1,就医
2581,1314-80-3,迅速脱离现场至空气新鲜处
2582,1314-80-3,保持呼吸道通畅
2583,1314-80-3,如呼吸困难，给输氧
2584,1314-80-3,呼吸、心跳停止，立即进行心肺复苏术
2585,1314-80-3,就医
2586,1314-84-7,"马上 脱 下 染 有 该 产 品 的 衣 服.
万一 出 现 了 不 规 则 的 呼 吸 或 呼 吸 的 阻 碍, 请为 病 人 提 供 人 工 呼 吸.让病 人 保 暖"
2587,1315-09-9,迅速脱离现场至空气新鲜处
2588,1315-09-9,保持呼吸道通畅
2589,1315-09-9,如呼吸困难，给输氧
2590,1315-09-9,如呼吸停止，立即进行人工呼吸
2591,1315-09-9,就医
2592,1317-36-8,迅速脱离现场至空气新鲜处
2593,1317-36-8,保持呼吸道通畅
2594,1317-36-8,如呼吸困难，给输氧
2595,1317-36-8,呼吸、心跳停止，立即进行心肺复苏术
2596,1317-36-8,就医
2597,1327-53-3,迅速脱离现场至空气新鲜处
2598,1327-53-3,保持呼吸道通畅
2599,1327-53-3,如呼吸困难，给输氧
2600,1327-53-3,呼吸、心跳停止，立即进行心肺复苏术
2601,1327-53-3,就医
2602,133-14-2,迅速脱离现场至空气新鲜处
2603,133-14-2,保持呼吸道通畅
2604,133-14-2,如呼吸困难，给输氧
2605,133-14-2,如呼吸停止，立即进行人工呼吸
2606,133-14-2,就医
2607,1330-20-7,"Get medical aid immediately. Remove from exposure to fresh air immediately. If not breathing, give artificial respiration. If breathing is difficult, give oxygen."
2608,1330-78-5,迅速脱离现场至空气新鲜处
2609,1330-78-5,保持呼吸道通畅
2610,1330-78-5,如呼吸困难，给输氧
2611,1330-78-5,呼吸、心跳停止，立即进行心肺复苏术
2612,1330-78-5,就医
2613,13327-32-7,迅速脱离现场至空气新鲜处
2614,13327-32-7,保持呼吸道通畅
2615,13327-32-7,如呼吸困难，给输氧
2616,13327-32-7,呼吸、心跳停止，立即进行心肺复苏术
2617,13327-32-7,就医
2618,1333-74-0,迅速脱离现场至空气新鲜处
2619,1333-74-0,保持呼吸道通畅
2620,1333-74-0,如呼吸困难，给输氧
2621,1333-74-0,如呼吸停止，立即进行人工呼吸
2622,1333-74-0,就医
2623,1333-82-0,迅速脱离现场至空气新鲜处
2624,1333-82-0,保持呼吸道通畅
2625,1333-82-0,如呼吸困难，给输氧
2626,1333-82-0,呼吸、心跳停止，立即进行心肺复苏术
2627,1333-82-0,就医
2628,1333-83-1,迅速脱离现场至空气新鲜处
2629,1333-83-1,保持呼吸道通畅
2630,1333-83-1,如呼吸困难，给输氧
2631,1333-83-1,如呼吸停止，立即进行人工呼吸
2632,1333-83-1,就医
2633,1335-31-5,迅速脱离现场至空气新鲜处
2634,1335-31-5,保持呼吸道通畅
2635,1335-31-5,如呼吸困难，给输氧
2636,1335-31-5,如呼吸停止，立即进行人工呼吸
2637,1335-31-5,就医
2638,1335-88-2,脱离现场至空气新鲜处
2639,1335-88-2,如呼吸困难，给输氧
2640,1335-88-2,就医
2641,1336-21-6,迅速脱离现场至空气新鲜处
2642,1336-21-6,保持呼吸道通畅
2643,1336-21-6,如呼吸困难，给输氧
2644,1336-21-6,呼吸、心跳停止，立即进行心肺复苏术
2645,1336-21-6,就医
2646,1338-23-4,迅速脱离现场至空气新鲜处
2647,1338-23-4,保持呼吸道通畅
2648,1338-23-4,如呼吸困难，给输氧
2649,1338-23-4,如呼吸停止，立即进行人工呼吸
2650,1338-23-4,就医
2651,134-32-7,迅速脱离现场至空气新鲜处
2652,134-32-7,保持呼吸道通畅
2653,134-32-7,如呼吸困难，给输氧
2654,134-32-7,呼吸、心跳停止，立即进行心肺复苏术
2655,134-32-7,就医
2656,13400-13-0,迅速脱离现场至空气新鲜处
2657,13400-13-0,保持呼吸道通畅
2658,13400-13-0,如呼吸困难，给输氧
2659,13400-13-0,呼吸、心跳停止，立即进行心肺复苏术
2660,13400-13-0,就医
2661,1341-49-7,脱离现场至空气新鲜处
2662,1341-49-7,如呼吸困难，给输氧
2663,1341-49-7,就医
2664,1344-40-7,迅速脱离现场至空气新鲜处
2665,1344-40-7,保持呼吸道通畅
2666,1344-40-7,如呼吸困难，给输氧
2667,1344-40-7,如呼吸停止，立即进行人工呼吸
2668,1344-40-7,就医
2669,13446-09-8,迅速脱离现场至空气新鲜处
2670,13446-09-8,保持呼吸道通畅
2671,13446-09-8,如呼吸困难，给输氧
2672,13446-09-8,呼吸、心跳停止，立即进行心肺复苏术
2673,13446-09-8,就医
2674,13446-11-2,迅速脱离现场至空气新鲜处
2675,13446-11-2,保持呼吸道通畅
2676,13446-11-2,如呼吸困难，给输氧
2677,13446-11-2,如呼吸停止，立即进行人工呼吸
2678,13446-11-2,就医
2679,13446-48-5,迅速脱离现场至空气新鲜处
2680,13446-48-5,保持呼吸道通畅
2681,13446-48-5,如呼吸困难，给输氧
2682,13446-48-5,如呼吸停止，立即进行人工呼吸
2683,13446-48-5,就医
2684,13446-74-7,迅速脱离现场至空气新鲜处
2685,13446-74-7,保持呼吸道通畅
2686,13446-74-7,如呼吸困难，给输氧
2687,13446-74-7,呼吸、心跳停止，立即进行心肺复苏术
2688,13446-74-7,就医
2689,1345-04-6,迅速脱离现场至空气新鲜处
2690,1345-04-6,保持呼吸道通畅
2691,1345-04-6,如呼吸困难，给输氧
2692,1345-04-6,呼吸、心跳停止，立即进行心肺复苏术
2693,1345-04-6,就医
2694,13451-08-6,迅速脱离现场至空气新鲜处
2695,13451-08-6,保持呼吸道通畅
2696,13451-08-6,如呼吸困难，给输氧
2697,13451-08-6,如呼吸停止，立即进行人工呼吸
2698,13451-08-6,就医
2699,13453-30-0,迅速脱离现场至空气新鲜处
2700,13453-30-0,保持呼吸道通畅
2701,13453-30-0,如呼吸困难，给输氧
2702,13453-30-0,如呼吸停止，立即进行人工呼吸
2703,13453-30-0,就医
2704,13455-24-8,迅速脱离现场至空气新鲜处
2705,13455-24-8,保持呼吸道通畅
2706,13455-24-8,如呼吸困难，给输氧
2707,13455-24-8,呼吸、心跳停止，立即进行心肺复苏术
2708,13455-24-8,就医
2709,13463-39-3,迅速脱离现场至空气新鲜处
2710,13463-39-3,保持呼吸道通畅
2711,13463-39-3,如呼吸困难，给输氧
2712,13463-39-3,如呼吸停止，立即进行人工呼吸
2713,13463-39-3,就医
2714,13463-40-6,迅速脱离现场至空气新鲜处
2715,13463-40-6,保持呼吸道通畅
2716,13463-40-6,如呼吸困难，给输氧
2717,13463-40-6,如呼吸停止，立即进行人工呼吸
2718,13463-40-6,就医
2719,13465-95-7,迅速脱离现场至空气新鲜处
2720,13465-95-7,保持呼吸道通畅
2721,13465-95-7,如呼吸困难，给输氧
2722,13465-95-7,呼吸、心跳停止，立即进行心肺复苏术
2723,13465-95-7,就医
2724,13470-01-4,迅速脱离现场至空气新鲜处
2725,13470-01-4,保持呼吸道通畅
2726,13470-01-4,如呼吸困难，给输氧
2727,13470-01-4,呼吸、心跳停止，立即进行心肺复苏术
2728,13470-01-4,就医
2729,13477-00-4,迅速脱离现场至空气新鲜处
2730,13477-00-4,保持呼吸道通畅
2731,13477-00-4,如呼吸困难，给输氧
2732,13477-00-4,呼吸、心跳停止，立即进行心肺复苏术
2733,13477-00-4,就医
2734,13477-09-3,迅速脱离现场至空气新鲜处
2735,13477-09-3,保持呼吸道通畅
2736,13477-09-3,如呼吸困难，给输氧
2737,13477-09-3,如呼吸停止，立即进行人工呼吸
2738,13477-09-3,就医
2739,13477-36-6,迅速脱离现场至空气新鲜处
2740,13477-36-6,保持呼吸道通畅
2741,13477-36-6,如呼吸困难，给输氧
2742,13477-36-6,呼吸、心跳停止，立即进行心肺复苏术
2743,13477-36-6,就医
2744,13494-98-9,迅速脱离现场至空气新鲜处
2745,13494-98-9,保持呼吸道通畅
2746,13494-98-9,如呼吸困难，给输氧
2747,13494-98-9,如呼吸停止，立即进行人工呼吸
2748,13494-98-9,就医
2749,135-01-3,迅速脱离现场至空气新鲜处
2750,135-01-3,保持呼吸道通畅
2751,135-01-3,如呼吸困难，给输氧
2752,135-01-3,呼吸、心跳停止，立即进行心肺复苏术
2753,135-01-3,就医
2754,135-88-6,迅速脱离现场至空气新鲜处
2755,135-88-6,保持呼吸道通畅
2756,135-88-6,如呼吸困难，给输氧
2757,135-88-6,呼吸、心跳停止，立即进行心肺复苏术
2758,135-88-6,就医
2759,135-98-8,迅速脱离现场至空气新鲜处
2760,135-98-8,保持呼吸道通畅
2761,135-98-8,如呼吸困难，给输氧
2762,135-98-8,呼吸、心跳停止，立即进行心肺复苏术
2763,135-98-8,就医
2764,13548-38-4,迅速脱离现场至空气新鲜处
2765,13548-38-4,保持呼吸道通畅
2766,13548-38-4,如呼吸困难，给输氧
2767,13548-38-4,如呼吸停止，立即进行人工呼吸
2768,13548-38-4,就医
2769,13597-99-4,迅速脱离现场至空气新鲜处
2770,13597-99-4,保持呼吸道通畅
2771,13597-99-4,如呼吸困难，给输氧
2772,13597-99-4,呼吸、心跳停止，立即进行心肺复苏术
2773,13597-99-4,就医
2774,13598-36-2,迅速脱离现场至空气新鲜处
2775,13598-36-2,保持呼吸道通畅
2776,13598-36-2,如呼吸困难，给输氧
2777,13598-36-2,呼吸、心跳停止，立即进行心肺复苏术
2778,13598-36-2,就医
2779,136-35-6,脱离现场至空气新鲜处
2780,136-35-6,就医
2781,13637-63-3,迅速脱离现场至空气新鲜处
2782,13637-63-3,保持呼吸道通畅
2783,13637-63-3,如呼吸困难，给输氧
2784,13637-63-3,如呼吸停止，立即进行人工呼吸
2785,13637-63-3,就医
2786,13637-76-8,迅速脱离现场至空气新鲜处
2787,13637-76-8,保持呼吸道通畅
2788,13637-76-8,如呼吸困难，给输氧
2789,13637-76-8,呼吸、心跳停止，立即进行心肺复苏术
2790,13637-76-8,就医
2791,13682-73-0,迅速脱离现场至空气新鲜处
2792,13682-73-0,保持呼吸道通畅
2793,13682-73-0,如呼吸困难，给输氧
2794,13682-73-0,如呼吸停止，立即进行人工呼吸
2795,13682-73-0,就医
2796,137-06-4,脱离现场至空气新鲜处
2797,137-06-4,如呼吸困难，给输氧
2798,137-06-4,就医
2799,137-07-5,迅速脱离现场至空气新鲜处
2800,137-07-5,保持呼吸道通畅
2801,137-07-5,如呼吸困难，给输氧
2802,137-07-5,如呼吸停止，立即进行人工呼吸
2803,137-07-5,就医
2804,137-26-8,迅速脱离现场至空气新鲜处
2805,137-26-8,保持呼吸道通畅
2806,137-26-8,如呼吸困难，给输氧
2807,137-26-8,如呼吸停止，立即进行人工呼吸
2808,137-26-8,就医
2809,137-30-4,迅速脱离现场至空气新鲜处
2810,137-30-4,保持呼吸道通畅
2811,137-30-4,如呼吸困难，给输氧
2812,137-30-4,如呼吸停止，立即进行人工呼吸
2813,137-30-4,就医
2814,137-43-9,脱离现场至空气新鲜处
2815,137-43-9,如呼吸困难，给输氧
2816,137-43-9,就医
2817,13718-59-7,迅速脱离现场至空气新鲜处
