,CAS,应急行动
3744,112-76-5,大量泄漏：构筑围堤或挖坑收容
3745,112-76-5,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3746,112-76-5,若是固体，用砂土、干燥石灰或苏打灰混合
3747,112-76-5,小心扫起，若大量泄漏，收集回收或运至废物处理场所处置
3748,112-96-9,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
3749,112-96-9,切断火源
3750,112-96-9,建议应急处理人员戴自给正压式呼吸器，穿防毒服
3751,112-96-9,尽可能切断泄漏源
3752,112-96-9,若是液体，防止流入下水道、排洪沟等限制性空间
3753,112-96-9,小量泄漏：用砂土、蛭石或其它惰性材料吸收
3754,112-96-9,大量泄漏：构筑围堤或挖坑收容
3755,112-96-9,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3756,112-96-9,若是固体，用洁净的铲子收集于干燥、洁净、有盖的容器中
3757,112-96-9,若大量泄漏，收集回收或运至废物处理场所处置
3758,1126-78-9,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
3759,1126-78-9,切断火源
3760,1126-78-9,建议应急处理人员戴自给式呼吸器，穿一般作业工作服
3761,1126-78-9,不要直接接触泄漏物
3762,1126-78-9,尽可能切断泄漏源
3763,1126-78-9,防止流入下水道、排洪沟等限制性空间
3764,1126-78-9,小量泄漏：用砂土吸收
3765,1126-78-9,大量泄漏：构筑围堤或挖坑收容
3766,1126-78-9,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3767,115-07-1,消除所有点火源
3768,115-07-1,根据气体的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
3769,115-07-1,建议应急处理人员戴正压自给式呼吸器，穿防静电服
3770,115-07-1,作业时使用的所有设备应接地
3771,115-07-1,禁止接触或跨越泄漏物
3772,115-07-1,尽可能切断泄漏源
3773,115-07-1,喷雾状水抑制蒸气或改变蒸气云流向，避免水流接触泄漏物
3774,115-07-1,禁止用水直接冲击泄漏物或泄漏源
3775,115-07-1,防止气体通过下水道、通风系统和限制性空间扩散
3776,115-07-1,隔离泄漏区直至气体散尽
3777,115-09-3,隔离泄漏污染区，限制出入
3778,115-09-3,切断火源
3779,115-09-3,建议应急处理人员戴自给正压式呼吸器，穿防毒服
3780,115-09-3,用洁净的铲子收集于干燥、洁净、有盖的容器中，转移至安全场所
3781,115-09-3,若大量泄漏，收集回收或运至废物处理场所处置
3782,115-10-6,消除所有点火源
3783,115-10-6,根据气体扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
3784,115-10-6,建议应急处理人员戴正压自给式呼吸器，穿防静电服
3785,115-10-6,作业时使用的所有设备应接地
3786,115-10-6,禁止接触或跨越泄漏物
3787,115-10-6,尽可能切断泄漏源
3788,115-10-6,喷雾状水抑制蒸气或改变蒸气云流向，避免水流接触泄漏物
3789,115-10-6,禁止用水直接冲击泄漏物或泄漏源
3790,115-10-6,防止气体通过下水道、通风系统和限制性空间扩散
3791,115-10-6,隔离泄漏区直至气体散尽
3792,115-11-7,消除所有点火源
3793,115-11-7,根据气体扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
3794,115-11-7,建议应急处理人员戴正压自给式呼吸器，穿防静电服
3795,115-11-7,液化气体泄漏时穿防静电、防寒服
3796,115-11-7,作业时使用的所有设备应接地
3797,115-11-7,禁止接触或跨越泄漏物
3798,115-11-7,尽可能切断泄漏源
3799,115-11-7,若可能翻转容器，使之逸出气体而非液体
3800,115-11-7,喷雾状水抑制蒸气或改变蒸气云流向，避免水流接触泄漏物
3801,115-11-7,禁止用水直接冲击泄漏物或泄漏源
3802,115-11-7,防止气体通过下水道、通风系统和限制性空间扩散
3803,115-11-7,隔离泄漏区直至气体散尽
3804,115-17-3,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
3805,115-17-3,切断火源
3806,115-17-3,建议应急处理人员戴自给式呼吸器，穿防腐防毒服
3807,115-17-3,不要直接接触泄漏物
3808,115-17-3,尽可能切断泄漏源
3809,115-17-3,防止流入下水道、排洪沟等限制性空间
3810,115-17-3,小量泄漏：用砂土、干燥石灰或苏打灰混合
3811,115-17-3,大量泄漏：构筑围堤或挖坑收容
3812,115-17-3,用泡沫覆盖，降低蒸气灾害
3813,115-17-3,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3814,115-19-5,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
3815,115-19-5,切断火源
3816,115-19-5,建议应急处理人员戴自给正压式呼吸器，穿防静电工作服
3817,115-19-5,尽可能切断泄漏源
3818,115-19-5,防止流入下水道、排洪沟等限制性空间
3819,115-19-5,小量泄漏：用砂土、蛭石或其它惰性材料吸收
3820,115-19-5,也可以用大量水冲洗，洗水稀释后放入废水系统
3821,115-19-5,大量泄漏：构筑围堤或挖坑收容
3822,115-19-5,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3823,115-21-9,消除所有点火源
3824,115-21-9,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
3825,115-21-9,建议应急处理人员戴正压自给式呼吸器，穿防静电、防腐蚀、防毒服，戴橡胶耐油手套
3826,115-21-9,作业时使用的所有设备应接地
3827,115-21-9,穿上适当的防护服前严禁接触破裂的容器和泄漏物
3828,115-21-9,尽可能切断泄漏源
3829,115-21-9,防止泄漏物进入水体、下水道、地下室或限制性空间
3830,115-21-9,严禁用水处理
3831,115-21-9,小量泄漏：用干燥的砂土或其他不燃材料覆盖泄漏物
3832,115-21-9,大量泄漏：构筑围堤或挖坑收容
3833,115-21-9,用碎石灰石(CaCO3)、苏打灰(Na2CO3)或石灰(CaO)中和
3834,115-21-9,用防爆、耐腐蚀泵转移至槽车或专用收集器内
3835,115-25-3,迅速撤离泄漏污染区人员至上风处，并进行隔离，严格限制出入
3836,115-25-3,建议应急处理人员戴自给正压式呼吸器，穿一般作业工作服
3837,115-25-3,尽可能切断泄漏源
3838,115-25-3,合理通风，加速扩散
3839,115-25-3,如有可能，将漏气的容器移至空旷处，注意通风
3840,115-25-3,漏气容器要妥善处理，修复、检验后再用
3841,115-26-4,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
3842,115-26-4,切断火源
3843,115-26-4,建议应急处理人员戴自给正压式呼吸器，穿防毒服
3844,115-26-4,尽可能切断泄漏源
3845,115-26-4,防止流入下水道、排洪沟等限制性空间
3846,115-26-4,小量泄漏：用砂土、蛭石或其它惰性材料吸收
3847,115-26-4,也可以用大量水冲洗，洗水稀释后放入废水系统
3848,115-26-4,大量泄漏：构筑围堤或挖坑收容
3849,115-26-4,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3850,115-29-7,隔离泄漏污染区，限制出入
3851,115-29-7,切断火源
3852,115-29-7,建议应急处理人员戴防尘口罩，穿防毒服
3853,115-29-7,不要直接接触泄漏物
3854,115-29-7,小量泄漏：避免扬尘，小心扫起，收集于干燥、洁净、有盖的容器中
3855,115-29-7,大量泄漏：收集回收或运至废物处理场所处置
3856,115-31-1,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
3857,115-31-1,切断火源
3858,115-31-1,建议应急处理人员戴自给式呼吸器，穿一般作业工作服
3859,115-31-1,不要直接接触泄漏物
3860,115-31-1,尽可能切断泄漏源
3861,115-31-1,防止流入下水道、排洪沟等限制性空间
3862,115-31-1,小量泄漏：用砂土、蛭石或其它惰性材料吸收
3863,115-31-1,大量泄漏：构筑围堤或挖坑收容
3864,115-31-1,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3865,115-80-0,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
3866,115-80-0,切断火源
3867,115-80-0,建议应急处理人员戴自给正压式呼吸器，穿防毒服
3868,115-80-0,尽可能切断泄漏源
3869,115-80-0,防止流入下水道、排洪沟等限制性空间
3870,115-80-0,小量泄漏：用砂土、蛭石或其它惰性材料吸收
3871,115-80-0,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
3872,115-80-0,大量泄漏：构筑围堤或挖坑收容
3873,115-80-0,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3874,115-90-2,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
3875,115-90-2,切断火源
3876,115-90-2,建议应急处理人员戴自给式呼吸器，穿防毒服
3877,115-90-2,不要直接接触泄漏物
3878,115-90-2,尽可能切断泄漏源
3879,115-90-2,防止流入下水道、排洪沟等限制性空间
3880,115-90-2,小量泄漏：用砂土或其它不燃材料吸附或吸收
3881,115-90-2,大量泄漏：构筑围堤或挖坑收容
3882,115-90-2,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3883,116-06-3,隔离泄漏污染区，限制出入
3884,116-06-3,切断火源
3885,116-06-3,建议应急处理人员戴防尘口罩，穿防毒服
3886,116-06-3,不要直接接触泄漏物
3887,116-06-3,小量泄漏：避免扬尘，小心扫起，收集于干燥、洁净、有盖的容器中
3888,116-06-3,大量泄漏：收集回收或运至废物处理场所处置
3889,116-14-3,消除所有点火源
3890,116-14-3,根据气体的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
3891,116-14-3,建议应急处理人员戴正压自给式呼吸器，穿防静电服
3892,116-14-3,液化气体泄漏时穿防静电、防寒服
3893,116-14-3,作业时使用的所有设备应接地
3894,116-14-3,禁止接触或跨越泄漏物
3895,116-14-3,尽可能切断泄漏源
3896,116-14-3,若可能翻转容器，使之逸出气体而非液体
3897,116-14-3,喷雾状水抑制蒸气或改变蒸气云流向，避免水流接触泄漏物
3898,116-14-3,禁止用水直接冲击泄漏物或泄漏源
3899,116-14-3,防止气体通过下水道、通风系统和限制性空间扩散
3900,116-14-3,隔离泄漏区直至气体散尽
3901,116-15-4,根据气体扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
3902,116-15-4,建议应急处理人员戴正压自给式呼吸器，穿一般作业工作服
3903,116-15-4,液化气体泄漏时穿防寒服
3904,116-15-4,禁止接触或跨越泄漏物
3905,116-15-4,尽可能切断泄漏源
3906,116-15-4,喷雾状水抑制蒸气或改变蒸气云流向，避免水流接触泄漏物
3907,116-15-4,禁止用水直接冲击泄漏物或泄漏源
3908,116-15-4,防止气体通过下水道、通风系统和限制性空间扩散
3909,116-15-4,漏出气允许排入大气中
3910,116-15-4,泄漏场所保持通风
3911,116-16-5,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
3912,116-16-5,切断火源
3913,116-16-5,建议应急处理人员戴自给式呼吸器，穿一般作业工作服
3914,116-16-5,不要直接接触泄漏物
3915,116-16-5,尽可能切断泄漏源
3916,116-16-5,防止流入下水道、排洪沟等限制性空间
3917,116-16-5,小量泄漏：用砂土、蛭石或其它惰性材料吸收
3918,116-16-5,大量泄漏：构筑围堤或挖坑收容
3919,116-16-5,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3920,116-54-1,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
3921,116-54-1,消除所有点火源
3922,116-54-1,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
3923,116-54-1,作业时使用的所有设备应接地
3924,116-54-1,穿上适当的防护服前严禁接触破裂的容器和泄漏物
3925,116-54-1,尽可能切断泄漏源
3926,116-54-1,防止泄漏物进入水体、下水道、地下室或限制性空间
3927,116-54-1,严禁用水处理
3928,116-54-1,小量泄漏：用干燥的砂土或其他不燃材料覆盖泄漏物
3929,116-54-1,大量泄漏：构筑围堤或挖坑收容
3930,116-54-1,用泵转移至槽车或专用收集器内
3931,117-08-8,"If you spill this chemical, FIRST REMOVE ALL SOURCES OF IGNITION. You should then dampen the solid spill material with 60-70% methanol, then transfer the dampened material to a suitable container. Use absorbent paper dampened with methanol to pick up any remaining material. Your contaminated clothing and absorbent paper should be sealed in a vapor-tight plastic bag for eventual disposal. Solvent-wash contaminated surfaces with 60-70% methanol followed by washing with a soap and water solution. Do not reenter the contaminated area until the Safety Officer (or other responsible person) has verified that the area has been properly cleaned."
3932,117-80-6,隔离泄漏污染区，限制出入
3933,117-80-6,切断火源
3934,117-80-6,建议应急处理人员戴防尘口罩，穿防毒服
3935,117-80-6,不要直接接触泄漏物
3936,117-80-6,小量泄漏：避免扬尘，小心扫起，收集于干燥、洁净、有盖的容器中
3937,117-80-6,大量泄漏：收集回收或运至废物处理场所处置
3938,118-02-5,隔离泄漏污染区，限制出入
3939,118-02-5,切断火源
3940,118-02-5,建议应急处理人员戴防尘面具（全面罩），穿防毒服
3941,118-02-5,用洁净的铲子收集于干燥、洁净、有盖的容器中，转移至安全场所
3942,118-02-5,若大量泄漏，收集回收或运至废物处理场所处置
3943,118-44-5,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
3944,118-44-5,切断火源
3945,118-44-5,建议应急处理人员戴自给式呼吸器，穿一般作业工作服
3946,118-44-5,不要直接接触泄漏物
3947,118-44-5,尽可能切断泄漏源
3948,118-44-5,防止流入下水道、排洪沟等限制性空间
3949,118-44-5,小量泄漏：用砂土、蛭石或其它惰性材料吸收
3950,118-44-5,大量泄漏：构筑围堤或挖坑收容
3951,118-44-5,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
3952,118-69-4,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
3953,118-69-4,消除所有点火源
3954,118-69-4,建议应急处理人员戴正压自给式呼吸器，穿一般作业工作服，戴橡胶耐油手套
3955,118-69-4,尽可能切断泄漏源
3956,118-69-4,防止泄漏物进入水体、下水道、地下室或限制性空间
